userName,at,content,text_tokens_stemmed,Label,Label NB,Label SVM
Pengguna Google,2024-06-18 18:29:53,Jobstreet bagus buat mencari pekerjaan,jobstreet bagus cari kerja,positif,positif,positif
Pengguna Google,2024-06-17 23:39:47,makin jelek aja sie tiba tiba suka keluar sendiri,jelek aja sie suka,negatif,negatif,negatif
Pengguna Google,2024-06-17 10:33:50,"kenapa setiap saya apply gak pernah sampai ke Perusahaan? dibaca saja enggak. Saya telah mengirim lebih dari 50 lamaran hanya 2 yang dibaca, dan juga hanya 1 yang sampai tahap interview Cv saya lengkap, dan kata kuncinya selalu sesuai dengan persyaratan recruiter yang saya lamar. Saya lulusan S1 yang telah memiliki kurleb 5 tahun pengalaman kerja, gimana cara supaya cv saya bisa sampai 🥺",apply gak usaha baca kirim 50 lamar 2 baca 1 tahap interview cv lengkap kunci sesuai syarat recruiter lamar lulus s1 milik kurleb 5 alam kerja gimana cv,negatif,negatif,negatif
Pengguna Google,2024-06-17 00:11:01,"ini kenapa ketika mau masukin kata sandi, keybord yg muncul bahasa arab, pdahal waktu masukin email keybord ny bahasa indonesia",masukin sandi keybord yg muncul bahasa arab pdahal masukin email keybord ny bahasa indonesia,negatif,negatif,negatif
Pengguna Google,2024-06-16 00:01:03,Bagus an jobstreet yang lama ka dulu sering dpt panggilan kerja soalnya dlu keterangannya jelas di bandingkan yang sekarang...,bagus an jobstreet ka dpt panggil kerja dlu terang banding,positif,positif,positif
Pengguna Google,2024-06-15 10:34:00,Aplikasi apa ini asu,aplikasi asu,negatif,negatif,negatif
Pengguna Google,2024-06-15 05:50:48,"Rata"" perusahaan yang buat lowongan di jobstreet, banyak lihat doang, ga dipanggil, banyak hanya permainkan kandidat, capein saja, tidak melihat perjuangan kandidat, datang jauh"" ujungnya hanya ingin tau biodata Saja, trus tidak dipanggil lagi . Buat apa aplikasi lowongan ini dibuat, maunya dihapuskan aplikasi lowongan jobstreet, biar perusahaan susah nyari kandidat Tolong dong dibuat agar bisa chat hrd seperti aplikasi glints",usaha lowong jobstreet lihat doang ga panggil main kandidat capein juang kandidat ujung tau biodata trus panggil aplikasi lowong mau hapus aplikasi lowong jobstreet biar usaha susah nyari kandidat tolong chat hrd aplikasi glints,negatif,negatif,negatif
Pengguna Google,2024-06-14 17:35:40,"Lowongannya banyak penipuan. Jangan download gays, mending nyari ""Orang Dalam"" dari pada nyari kerja lewat situs online.",lowong tipu download gays mending nyari orang nyari kerja situs online,positif,negatif,positif
Pengguna Google,2024-06-14 13:28:01,Good,good,positif,positif,positif
Pengguna Google,2024-06-14 11:24:55,banyak bat loker penipuan nya,bat loker tipu nya,negatif,negatif,negatif
Pengguna Google,2024-06-14 09:50:40,"Lowongannya gajelas, boroboro ada panggilan interview hm",lowong gajelas boroboro panggil interview hm,negatif,negatif,negatif
Pengguna Google,2024-06-14 01:05:30,Coba dibuat fitur untuk menandai pekerjaan yg sudah dilamar. jadi bisa mempermudah user untuk tidak berulang2 melamar di pekerjaan dan perusahaan yg sama. seperti di gl1nts.,coba fitur tanda kerja yg lamar mudah user berulang2 lamar kerja usaha yg gl1nts,positif,positif,positif
Pengguna Google,2024-06-13 23:04:51,masih banyak loker palsu yang alamat lokasinya di ruko ruko,loker palsu alamat lokasi ruko ruko,negatif,negatif,negatif
Pengguna Google,2024-06-13 20:32:34,login pake google ribet bgt,login pake google ribet bgt,negatif,negatif,negatif
Pengguna Google,2024-06-13 16:06:01,"Untuk Pihak Jobstreet, Tolong Untuk Perusahaan Anonim Atau tidak mendaftar Data PT/Perusahaan yg tidak Jelas untuk Ditolak.Dikarenakan banyak nya sekarang Interview dengan berbayar supaya masuk Di PT/Perusahaan.Dengan Jaminan Bla bla bla dibayarkan Setelah gajian, Menunggu 1 Minggu tidak ada jawaban 🤭🤭",jobstreet tolong usaha anonim daftar data ptperusahaan yg ditolakdikarenakan nya interview bayar masuk ptperusahaandengan jamin bla bla bla bayar gaji tunggu 1 minggu,negatif,negatif,negatif
Pengguna Google,2024-06-13 08:45:00,Aplikasi busuk,aplikasi busuk,negatif,negatif,negatif
Pengguna Google,2024-06-13 08:16:37,lebih dari 5 tahun jobstreet jadi sarana untuk mendapatkan pekerjaan,5 jobstreet sarana kerja,positif,positif,positif
Pengguna Google,2024-06-13 06:02:54,Bug,bug,negatif,negatif,negatif
Pengguna Google,2024-06-13 00:02:21,Jossssss...,jossssss,positif,positif,positif
Pengguna Google,2024-06-12 16:08:51,Banyak loker penipuan yang ujung²nya minta duit,loker tipu ujung duit,negatif,negatif,negatif
Pengguna Google,2024-06-12 12:59:47,"Terimakasih jobstreet, manfaat besar mengubah karir dan hidup saya. Berkat aplikasi ini saya dengan mudah menemukan perusahaan yang sesuai dengan minat saya. Saya sudah bekerja dari 2017 sampe sekarang, semua diawali dari jobstreet, terimakasih 🙏🙏🙏",terimakasih jobstreet manfaat ubah karir hidup berkat aplikasi mudah temu usaha sesuai minat 2017 sampe awal jobstreet terimakasih,positif,positif,positif
Pengguna Google,2024-06-12 09:34:36,"Baru kemaren bgtt dapet interview bodong, ini first time nyoba cari loker lewat app kek gini eh sekalinya apply zonk, dari awal pake app langsung cantumin data kaya CV gitu jadi banyak banget panggilan interview palsu lewat email/wa, udah buang waktu tenaga buat dateng ke lokasi pas nyampe dimintai uang yang bahkan ngga sedikit, kasian bangett jobseeker yang udah dateng dari jauh dan ngeluarin uang iming² buat jaminan ini itulah tapi ternyata loker palsu. tiati buat jobseeker yang lagi berjuang",kemaren bgtt dapet interview bodong first time nyoba cari loker app kek gin eh sekali apply zonk pake app langsung cantumin data kaya cv gitu banget panggil interview palsu emailwa udah buang tenaga dateng lokasi pas nyampe uang ngga kasi bangett jobseeker udah dateng ngeluarin uang iming jamin loker palsu tiati jobseeker juang,negatif,negatif,negatif
Pengguna Google,2024-06-11 16:15:52,"aplikasi apa ini? Udah ngelamar lebih dari 100 PT, dan nunggu 6 bulan masih aja gak ada panggilan, ini aplikasi scam kah?",aplikasi udah ngelamar 100 pt nunggu 6 aja gak panggil aplikasi scam kah,negatif,negatif,negatif
Pengguna Google,2024-06-11 14:51:39,Baik,,positif,positif,positif
Pengguna Google,2024-06-11 10:58:57,PT wahana lestari Investama 2013-2018 Sekretaris pengelola UPT SP I HUAULU Sekretaris pemuda negeri besi.,pt wahana lestari investama 20132018 sekretaris kelola upt sp i huaulu sekretaris pemuda negeri besi,positif,positif,positif
Pengguna Google,2024-06-11 10:08:57,"Memang masih lebih baik versi sebelumnya... Saya baru sadar dari sekian lamaran yang dikirimkan, ternyata surat lamaran yang dibuat tidak tersimpan untuk setiap perusahaan yang dilamar, sehingga Saya mengirim surat lamaran menggunakan nama PT sebelumnya... sangat ribet sekali",versi sadar sekian lamar kirim surat lamar simpan usaha lamar kirim surat lamar nama pt ribet,negatif,negatif,negatif
Pengguna Google,2024-06-11 08:41:25,Info nya kurang lengkap,info nya lengkap,positif,positif,positif
Pengguna Google,2024-06-11 07:55:32,Good,good,positif,positif,positif
Pengguna Google,2024-06-11 05:18:39,"Padahal banyak persyaratan yang tidak menyulitkan pelamar tapi selalu tidak mengalami kemajuan, aplikasi ini terkesan mempermainkan pelamar yang sedang mencari pekerjaan. Maaf saya uninstall aplikasi nya karena mengecewakan 😊",syarat sulit lamar alami maju aplikasi kes main lamar cari kerja maaf uninstall aplikasi nya kecewa,negatif,negatif,negatif
Pengguna Google,2024-06-10 23:58:53,Banyak penipu,tipu,negatif,negatif,negatif
Pengguna Google,2024-06-10 23:01:55,app ga guna aku apply udah hampir 3 tahun lebih blom ada pnggilan satu pun app ga jelas katanya memudhkn buktinya ngga nihil dampah,app ga apply udah 3 blom pnggilan app ga memudhkn bukti ngga nihil dampah,negatif,negatif,negatif
Pengguna Google,2024-06-10 22:14:22,Susah bgt sign in,susah bgt sign in,negatif,negatif,negatif
Pengguna Google,2024-06-10 21:22:44,terima kasih jobstreet sangat membantu,terima kasih jobstreet bantu,positif,positif,positif
Pengguna Google,2024-06-10 19:35:13,"Aplikasi loker bangke,puluhan kirim lamaran,1 perusahaan pun nggak ada yg respon,hati2 gaes jng sampai data kalian dicuri",aplikasi loker bangkepuluhan kirim lamaran1 usaha nggak yg responhati2 gaes jng data curi,negatif,negatif,negatif
Pengguna Google,2024-06-10 11:26:05,"Visi dan Misi sebuah perusahaan didirikan adalah bertujuan : 1.Mengembangkan perusahaan sampai tiada batas dengan kerja keras di seluruh bahagian merupakan satu management terpadu. 2.Pencapaian didukung hasil maksimal dari laba hasil kerja perusahaan tampa bergantung dari pinjaman/kredit bank. 3.Didukung SDM yang trampil dan profesional. 4.Motto perusahaan yang mengharamkan KKN, Nepotisme, korupsi.",visi misi usaha diri tuju 1mengembangkan usaha tiada batas kerja keras bahagian management padu 2pencapaian dukung hasil maksimal laba hasil kerja usaha tampa gantung pinjamankredit bank 3didukung sdm trampil profesional 4motto usaha haram kkn nepotisme korupsi,positif,positif,positif
Pengguna Google,2024-06-10 10:33:03,"Saya sudah download jobstreet, namun tidak ada seekmax. Seekmax di bagian mana ya ?",download jobstreet seekmax seekmax ya,negatif,negatif,negatif
Pengguna Google,2024-06-10 01:36:32,𝙹𝙾𝙱𝚂𝚃𝚁𝙴𝙴𝚃 𝚃𝙾𝙿,,positif,positif,positif
Pengguna Google,2024-06-09 22:44:42,Jadi banyak loker hoaxxxxx,loker hoaxxxxx,negatif,negatif,negatif
Pengguna Google,2024-06-09 16:30:42,Aplikasi yg sangat buruk jgn di download atau nyesal nanti banyak kali gitu yg gak masuk akal..,aplikasi yg buruk jgn download nyesal kali gitu yg gak masuk akal,negatif,negatif,negatif
Pengguna Google,2024-06-09 16:27:15,"Tidak bisa login, lebih nyaman sebelum pembaharuan, selalu eror login nya sekarang",login nyaman baharu eror login nya,negatif,negatif,negatif
Pengguna Google,2024-06-09 11:57:01,"TIDAK REKOMENDASI UNTUK PENCARIAN PEKERJAAN DI JOBSTREET, BANYAK PENIPUAN NYA 👎👎👎",rekomendasi cari kerja jobstreet tipu nya,negatif,positif,negatif
Pengguna Google,2024-06-09 07:09:20,Tiap bangun tidur buka-buka JobStreet nyoba ngelamar ke sono ke sini eh malah kagak dapet,bangun tidur bukabuka jobstreet nyoba ngelamar sono eh kagak dapet,negatif,negatif,negatif
Pengguna Google,2024-06-07 21:38:18,Kenapa dah aplikasi ini setelah login dapat ada orang tidak di kenal seenak nya login ke FB ku ?,dah aplikasi login orang kenal enak nya login fb ku,negatif,negatif,negatif
Pengguna Google,2024-06-07 20:33:03,Like,like,positif,positif,positif
Pengguna Google,2024-06-07 19:07:07,"Semoga aplikasi ini membantu dlm mendapat pekerjaan, Terimakasih",moga aplikasi bantu dlm kerja terimakasih,positif,positif,positif
Pengguna Google,2024-06-07 17:26:58,Bermanfaat,manfaat,positif,positif,positif
Pengguna Google,2024-06-07 14:50:18,Lumayan bagus,lumayan bagus,positif,positif,positif
Pengguna Google,2024-06-07 13:53:39,Good lah..,good,positif,positif,positif
Pengguna Google,2024-06-06 22:27:49,"Tidak bisa di perbarui, kenapa ?",baru,positif,negatif,negatif
Pengguna Google,2024-06-06 10:45:03,Sebagai Team leader,team leader,positif,positif,positif
Pengguna Google,2024-06-05 18:31:20,"Lebih suka aplikasi yang sebelumnya, sekarang nomer telepon banyak di akses sama penipu. Tujuan cari kerja yang sulit sekali pakai aplikasi, malah dapatnya penipu yang ingin cari uang dari pencari kerja.",suka aplikasi nomer telepon akses tipu tuju cari kerja sulit pakai aplikasi dapat tipu cari uang cari kerja,negatif,negatif,negatif
Pengguna Google,2024-06-05 18:09:30,"Terbaik, dengan aplikasi ini saya sudah mendapatkan pekerjaan walaupun penempatan diluar daerah tapi saya menikmati pekerjaan saya",baik aplikasi kerja tempat luar daerah nikmat kerja,positif,positif,positif
Pengguna Google,2024-06-05 10:05:09,Kebanyakan loker lama yg di post ulang jadi setiap minggu nya gak ada yg berubah cuma itu itu aja loker nya,banyak loker yg post ulang minggu nya gak yg ubah aja loker nya,negatif,negatif,negatif
Pengguna Google,2024-06-05 01:45:01,ok,ok,positif,positif,positif
Pengguna Google,2024-06-04 20:27:44,"Gara"" aplikasi ini jadi banyak w.a masuk interview hoax,. Pas di cek di google nama PT nya ga ada, map nya cuma nunjukin area bukan nama gedung nya.",gara aplikasi wa masuk interview hoax pas cek google nama pt nya ga map nya nunjukin area nama gedung nya,negatif,negatif,negatif
Pengguna Google,2024-06-04 19:25:19,Kok aplikasi saya gak bisa di buka ya pending terus,aplikasi gak buka ya pending,negatif,negatif,negatif
Pengguna Google,2024-06-04 17:28:07,Gak bisa filter lowongan kerja berdasarkan usia,gak filter lowong kerja dasar usia,negatif,negatif,negatif
Pengguna Google,2024-06-04 11:13:00,baik,,positif,positif,positif
Pengguna Google,2024-06-04 06:17:20,Terimaksih jobstreet selalu cepat dalam informasi lowongan kerja dan hasil yg di peroleh,terimaksih jobstreet cepat informasi lowong kerja hasil yg oleh,positif,positif,positif
Pengguna Google,2024-06-03 23:19:08,Sangat bagus,bagus,positif,positif,positif
Pengguna Google,2024-06-03 23:16:48,"Terima kasih banyak Jobstreet. Alhamdulillah sampai saat ini saya masih bekerja di perusahaan yg saya lamar melalui Jobstreet. Bahkan saya bisa naik jabatan. Oh ya.. Utk teman2 selalu melakukan update profile, melakukan refresh utk performanya. Menambahkan keahlian, kemampuan, dan pengalaman sesuai dgn performanya masing2. Untuk Jobstreet Terima kasih sudah menjadi wadah dan penghubung antara perusahaan dan pencari kerja. Semoga Berkah. Aamiin.",terima kasih jobstreet alhamdulillah usaha yg lamar jobstreet jabat oh ya utk teman2 update profile refresh utk performa ahli mampu alam sesuai dgn performa masing2 jobstreet terima kasih wadah hubung usaha cari kerja moga berkah aamiin,positif,positif,positif
Pengguna Google,2024-06-03 20:55:27,"Thanks, banyak membantu spane time untuk pencari kerja. Joss, semoga makin jaya.",thanks bantu spane time cari kerja joss moga jaya,positif,positif,positif
Pengguna Google,2024-06-03 19:25:20,Sangat membantu walauoun sampai dengan saat ini selalu mendapat pesan lamarannya sudah kadaluarsa,bantu walauoun pesan lamar kadaluarsa,positif,positif,positif
Pengguna Google,2024-06-03 18:27:35,aplikasi sangat membantu mencari pekerjaan dengn penglman yg sesui trimaksh jobstreet,aplikasi bantu cari kerja dengn penglman yg sesui trimaksh jobstreet,positif,positif,positif
Pengguna Google,2024-06-03 17:35:19,SKIP! BANYAK LOKER PALSU,skip loker palsu,negatif,negatif,negatif
Pengguna Google,2024-06-03 16:03:58,Lokernya menarik dan terpercaya,lokernya tarik percaya,positif,positif,positif
Pengguna Google,2024-06-03 15:27:54,"Aplikasi penipuan inii ,lowongan kerja hoax merugikan pihak yang sedang mencari pekerjaan tolong untuk di perbaiki jangan asal menerima Perushaan bodong ,aplikasi ga baguss bngt masih ada aja perusahaan yang bodong penipuan sukaa mintain duitt ke orang yang melamar nominal nya ckup besar mohon di tindak lanjuti yang perusahan bodong penipuan itu .",aplikasi tipu ini lowong kerja hoax rugi cari kerja tolong baik terima perushaan bodong aplikasi ga baguss bngt aja usaha bodong tipu sukaa mintain duitt orang lamar nominal nya ckup mohon tindak lanjut usah bodong tipu,negatif,negatif,negatif
Pengguna Google,2024-06-03 14:09:53,Isinya penipuan,isi tipu,negatif,negatif,negatif
Pengguna Google,2024-06-02 19:00:20,"Aplikasi pencarian menurut daerahnya malah acak-acakkan sangat tidak akurat, terus juga banyak loket yang sudah di tutup",aplikasi cari daerah acakacakkan akurat loket tutup,negatif,negatif,negatif
Pengguna Google,2024-06-01 16:10:48,"G jlas dan g teratur dcari krjaan peternakan yg muncul lowongan,tukang cukur, house keeping dan lain2 g tratur",g jlas g atur dcari krjaan terna yg muncul lowongantukang cukur house keeping lain2 g tratur,negatif,negatif,negatif
Pengguna Google,2024-06-01 09:36:22,Data bes kok bisa bocor,data bes bocor,negatif,negatif,negatif
Pengguna Google,2024-06-01 08:53:37,"Kenapa setelah update, saya menjadi tidak bisa login via apk? tapi via website tidak ada masalah.",update login via apk via website,negatif,negatif,negatif
Pengguna Google,2024-05-31 18:28:24,Terima kasih...,terima kasih,positif,positif,positif
Pengguna Google,2024-05-31 12:24:04,Sangat membantu sekali,bantu,positif,positif,positif
Pengguna Google,2024-05-31 10:28:16,"Jobstreet maaf banget nih ya saya kasih rating segini, tolong min kalo ngasih konfirmasi ke perusahaan jangan ngadi ngadi, banyak banget sekarang yang bodongnya and interview di ruko ada yang perusahaannya dibandung aja tapi ini di aplikasi ada yang cabngnya di jakarta",jobstreet maaf banget nih ya kasih rating gin tolong min kalo ngasih konfirmasi usaha ngadi ngadi banget bodong and interview ruko usaha bandung aja aplikasi cabngnya jakarta,negatif,negatif,negatif
Pengguna Google,2024-05-30 22:04:07,"Saya tidak bisa login di aplikasi jobstreet nya,, mohon bantuan nya kak...",login aplikasi jobstreet nya mohon bantu nya kak,positif,negatif,positif
Pengguna Google,2024-05-30 17:44:08,Kenapa jobstreet sekarang kurang bagus.. Masih bagus yg format lama...,jobstreet bagus bagus yg format,negatif,positif,positif
Pengguna Google,2024-05-30 14:36:24,Apk bagus,apk bagus,positif,positif,positif
Pengguna Google,2024-05-30 13:36:09,Banyak kadaluarsa nya lowongan kerja,kadaluarsa nya lowong kerja,negatif,negatif,negatif
Pengguna Google,2024-05-30 12:49:06,"Upload cvnya bikin emosi gk bs2,apus akun gw suu",upload cvnya bikin emosi gk bs2apus akun gw suu,negatif,negatif,negatif
Pengguna Google,2024-05-30 10:21:24,great,great,positif,positif,positif
Pengguna Google,2024-05-30 00:50:41,Cepat dan akurat,cepat akurat,positif,positif,positif
Pengguna Google,2024-05-29 20:23:11,"Entah aplikasi yang error atau gmna, cuma pas saya search job dengan lokasi Kota semarang tidak muncul sama sekali",aplikasi error gmna pas search job lokasi kota semarang muncul,negatif,negatif,negatif
Pengguna Google,2024-05-29 15:00:06,👍👍👍,,positif,positif,positif
Pengguna Google,2024-05-29 13:28:30,Cukup bgt bantu. Satu kata mksh ya jobstreet. Berkat jobstreet saya cepat kerja. Dan dapat posisi yg baik.,bgt bantu mksh ya jobstreet berkat jobstreet cepat kerja posisi yg,positif,positif,positif
Pengguna Google,2024-05-29 10:53:36,Operator produksi dan merawat mesin produksi,operator produksi rawat mesin produksi,positif,positif,positif
Pengguna Google,2024-05-28 20:54:34,Tidak pernah pakai aplikasi ini,pakai aplikasi,positif,negatif,negatif
Pengguna Google,2024-05-28 18:11:01,Membantu. Gratis ya. Lbh baik kedepannya. Dan memudahkan lg. Thank u,bantu gratis ya lbh depan mudah lg thank u,positif,positif,positif
Pengguna Google,2024-05-28 16:02:45,Banyak penipuan,tipu,negatif,negatif,negatif
Pengguna Google,2024-05-28 13:23:54,Good Job,good job,positif,positif,positif
Pengguna Google,2024-05-28 13:02:56,Aplikasi payah....!!!!! susah login ga sprti sebelum di up date,aplikasi payah susah login ga sprti up date,negatif,negatif,negatif
Pengguna Google,2024-05-28 13:00:13,error mulu,error mulu,negatif,negatif,negatif
Pengguna Google,2024-05-28 03:18:24,"Aplikasi tidak berguna, semua loker expired. Jangan di download!",aplikasi guna loker expired download,negatif,negatif,negatif
Pengguna Google,2024-05-27 23:31:29,tolong di filter lagi bagi perusahaan yang membuka lowongan. saya udah dapet lebih dari 3x lowongan penipuan. thanks,tolong filter usaha buka lowong udah dapet 3x lowong tipu thanks,negatif,negatif,negatif
Pengguna Google,2024-05-27 22:32:45,Saya mendapatkan pekerjaan lewat apk ini dan real. Thank jobstreet.,kerja apk real thank jobstreet,positif,positif,positif
Pengguna Google,2024-05-27 18:37:49,Lumayan,lumayan,negatif,positif,positif
Pengguna Google,2024-05-27 12:50:04,Aplikasi nge bug mulu kntl. Bikin kesel orang lagi cari kerja aja.,aplikasi nge bug mulu kntl bikin kesel orang cari kerja aja,negatif,negatif,negatif
Pengguna Google,2024-05-27 12:02:47,"Sudah lebih dari 2 tahun saya mencoba melamar pekerjaan pakai aplikasi ini, dan sudah ratusan kali saya apply, tapi tidak ada satupun yang berhasil, jangankan panggilan kerja, panggilan interview pun tidak ada satupun",2 coba lamar kerja pakai aplikasi ratus kali apply satu hasil panggil kerja panggil interview satu,negatif,negatif,negatif
Pengguna Google,2024-05-27 11:07:45,Banyak penipu,tipu,negatif,negatif,negatif
Pengguna Google,2024-05-27 10:21:19,mantap,mantap,positif,positif,positif
Pengguna Google,2024-05-27 01:16:28,"pernah kerja di garmen selama 11 th lebih,semoga disini saya diterima di bagian operator cutting🙏apa saja",kerja garmen 11 th lebihsemoga terima operator cuttingapa,positif,positif,positif
Pengguna Google,2024-05-27 00:51:25,"Hei developer setelah update kenapa saya tidak bisa login kedalam aplikasi jobstreet selalu loading tidak seperti pada saat sebelum update mohon maaf tapi jika seperti ini terus saya akan uninstal ,Saya sudah mengirim problem saya lewat email tapi tidak ada tanggapan saya kecewa padahal dulu jobstreet merupakan aplikasi yg bagus untuk mencari pekerjaan tetapi sekarang kacau tidak bisa login akun",hei developer update login dalam aplikasi jobstreet loading update mohon maaf uninstal kirim problem email tanggap kecewa jobstreet aplikasi yg bagus cari kerja kacau login akun,negatif,negatif,negatif
Pengguna Google,2024-05-26 23:01:34,Sudah sekian banyak lamaran yg dikirim belum ada juga panggilan masuk,sekian lamar yg kirim panggil masuk,negatif,negatif,negatif
Pengguna Google,2024-05-26 15:37:22,Di sini lowongan yang di share adalah perusahaan yang benefit. Cuman dari sini baru satu yang dipanggil,lowong share usaha benefit cuman panggil,positif,negatif,positif
Pengguna Google,2024-05-26 11:57:09,Mau tanya dah buat yang sekarang/baru baru ini pernah dapet kerja gak lewat apk ini? Kok saya yang ada penipu mulu yang hubungin ya terus belum pernah juga dapet dari sini dahhhh,dah sekarangbaru dapet kerja gak apk tipu mulu hubungin ya dapet dahhhh,negatif,negatif,negatif
Pengguna Google,2024-05-26 11:41:38,Udah ratusan kali melamar..tp sampai saat ini belum ada yang tembus hanya sebatas di lihat oleh perusahaan lalu tidak di lanjutkan dan berakhir begitu saja atau kadaluarsa..masih belum ada rejekinya sampai sekarang,udah ratus kali melamartp tembus batas lihat usaha lanjut kadaluarsamasih rejekinya,negatif,negatif,negatif
Pengguna Google,2024-05-26 11:22:13,ADA YG TAU CALL SENTER JOBSTREET GA?? TOLONG YA?!! NOMOR WA GA AMAN BANGET JADI BANYAK YG NAWARIN KERJA VIA WA NGATASNAMAIN JOBSTREET. INI GIMANA SOLUSI NYA YANG KATANYA APLIKASINYA AMAN?!!,yg tau call senter jobstreet ga tolong ya nomor wa ga aman banget yg nawarin kerja via wa ngatasnamain jobstreet gimana solusi nya aplikasi aman,negatif,negatif,negatif
Pengguna Google,2024-05-26 01:02:00,"Sekarang susah cari kerjaan di aplikasi ini, kalau dulu cepet banget dapet kerja. Sudah hampir 2 tahun gag dapat, padahal dulu mudah sekali. Bahkan yang aneh status "" dilamar"" tapi belum dilihat oleh perusahaan sampai berubah statusnya menjadi "" berakhir"" seperti main main saja atau memang dari aplikasi jobstreetnya yah.",susah cari kerja aplikasi cepet banget dapet kerja 2 gag mudah aneh status lamar usaha ubah status main main aplikasi jobstreetnya yah,negatif,negatif,negatif
Pengguna Google,2024-05-25 14:22:10,"Kenapa cara nya.. Agak ribet untuk aplikasi nya, lamaran harus di apploat",nya ribet aplikasi nya lamar apploat,positif,negatif,positif
Pengguna Google,2024-05-25 07:53:47,Lebih suka yang ekspress sii lebih bagus jugaa biar ga ngatur ngatur lagii tinggal lamarr,suka ekspress sii bagus jugaa biar ga ngatur ngatur lagi tinggal lamarr,negatif,positif,negatif
Pengguna Google,2024-05-24 22:09:56,Good,good,positif,positif,positif
Pengguna Google,2024-05-24 18:45:15,"Banyak loker penipuan sialannn, tolong diseleksi dulu kalau ada yang mau rekrutmen",loker tipu sialannn tolong seleksi rekrutmen,negatif,negatif,negatif
Pengguna Google,2024-05-24 15:03:49,Tidak bisa buka detail loker,buka detail loker,negatif,negatif,negatif
Pengguna Google,2024-05-24 12:03:22,Login nya susah lamar jya susah juga,login nya susah lamar jya susah,negatif,negatif,negatif
Pengguna Google,2024-05-24 09:44:00,"loker nya hoax 99% nipu belum kerja udh dimintain duit uang admin kata nya,gk tangung tangung lg 1,600 ruko bekasi ruko gren gaden ruko pesing blm yg lain nya ini,minta nya setengah maksa",loker nya hoax 99 nipu kerja udh dimintain duit uang admin nyagk tangung tangung lg 1600 ruko bekas ruko gren gaden ruko pesing blm yg nya iniminta nya maksa,negatif,negatif,negatif
Pengguna Google,2024-05-24 07:34:31,"MIN TOLONG KELOLA LOKERNYA DONG MASA BNYAK LOKER PENIPUAN DI SESATIN KE RUKO ,CONTOH LOKERNYA PT KARUNIA MEGAH SEJAHTERA ITU KASIHAN GARA GARA JOBSTREET SURUH INTERVIEW KE RUKO BYAR 475.000 DI THAN HARUS DP DULU",min tolong kelola lokernya bnyak loker tipu satin ruko contoh lokernya pt karunia megah sejahtera kasihan gara gara jobstreet suruh interview ruko byar 475000 than dp,negatif,negatif,negatif
Pengguna Google,2024-05-23 18:19:51,Buseettttt.. kacau nih app,buseettttt kacau nih app,negatif,negatif,negatif
Pengguna Google,2024-05-23 10:12:46,Sangat membantu bagi para pencari kerja ga harus muter-muter cari kerjaan ngabisin ongkos dan waktu.,bantu cari kerja ga mutermuter cari kerja ngabisin ongkos,positif,positif,positif
Pengguna Google,2024-05-23 05:21:48,Filter daerah nya ga berguna,filter daerah nya ga guna,negatif,negatif,negatif
Pengguna Google,2024-05-22 23:19:59,Kurang lokernya,lokernya,positif,positif,positif
Pengguna Google,2024-05-22 15:57:31,"Aplikasinya bagus & lengkap, pernah dapat kerjaan dr sini juga. Tapi lebih suka tampilan yg lama dulu sebelum diperbaharui, lebih cepat & bisa ngintip jumlah pelamar. Aplikasi yg baru juga tidak bisa melihat profil perusahaan & lowongan kerja apa saja yg diberikan perusahaan. Aplikasi yg terbaru malah sering error, padahal koneksi internet bagus. Satu lagi, semenjak memasukkan lamaran di jobstreet, kenapa jadi banyak telpon & WA masuk dr penipu ya?",aplikasi bagus lengkap kerja dr suka tampil yg baharu cepat ngintip lamar aplikasi yg profil usaha lowong kerja yg usaha aplikasi yg baru error koneksi internet bagus semenjak masuk lamar jobstreet telpon wa masuk dr tipu ya,negatif,negatif,negatif
Pengguna Google,2024-05-22 15:50:41,Good,good,positif,positif,positif
Pengguna Google,2024-05-22 12:14:49,gk bisa login,gk login,negatif,negatif,negatif
Pengguna Google,2024-05-22 11:34:02,Udh 5 bln applay cv g ad yg dipanggil...nih aplikasu bnran apa bohongan,udh 5 bln applay cv g ad yg dipanggilnih aplikasu bnran bohong,negatif,negatif,negatif
Pengguna Google,2024-05-22 10:17:02,"Filter Search Job nya tolong diperbaiki, sangat tidak relevan dengan apa yang dicari!",filter search job nya tolong baik relevan cari,negatif,positif,negatif
Pengguna Google,2024-05-22 08:46:17,bagus aplikasi ini sangat membantu untuk mencari pekerjaan,bagus aplikasi bantu cari kerja,positif,positif,positif
Pengguna Google,2024-05-22 07:54:17,Good,good,positif,positif,positif
Pengguna Google,2024-05-22 01:08:35,PT sampah semua isi nya yg iseng-iseng cari karyawam murah,pt sampah isi nya yg isengiseng cari karyawam murah,negatif,negatif,negatif
Pengguna Google,2024-05-21 23:09:52,Banyak Loker Bodong Panggilan Kerja palssu,loker bodong panggil kerja palssu,negatif,negatif,negatif
Pengguna Google,2024-05-21 17:32:03,Bagus jadi banyak tahu tentang lowongan pekerjaan,bagus lowong kerja,positif,positif,positif
Pengguna Google,2024-05-21 16:10:27,Tidak bisa login pake email yg lama,login pake email yg,negatif,negatif,negatif
Pengguna Google,2024-05-21 12:15:27,"Aplikasi gajelas,dalam perbaikan mulu",aplikasi gajelasdalam baik mulu,negatif,negatif,negatif
