userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed
Pengguna Google,5,2024-11-14 09:30:22,Bagus banget skrng aplikasinya,bagus banget skrng aplikasinya,bagus banget skrng aplikasinya,"['bagus', 'banget', 'skrng', 'aplikasinya']",bagus banget skrng aplikasi
Pengguna Google,3,2024-11-14 00:01:35,Terlalu bnyak yang nipu udah cari kerja susah pas dapet nipu mau duit doang udah abis duit buat bolak balik masih aja di pintain duit,terlalu bnyak yang nipu udah cari kerja susah pas dapet nipu mau duit doang udah abis duit buat bolak balik masih aja di pintain duit,bnyak nipu udah cari kerja susah pas dapet nipu duit doang udah abis duit bolak aja pintain duit,"['bnyak', 'nipu', 'udah', 'cari', 'kerja', 'susah', 'pas', 'dapet', 'nipu', 'duit', 'doang', 'udah', 'abis', 'duit', 'bolak', 'aja', 'pintain', 'duit']",bnyak nipu udah cari kerja susah pas dapet nipu duit doang udah abis duit bolak aja pintain duit
Pengguna Google,1,2024-11-13 16:36:45,Gabisa dijalankan dengan baik,gabisa dijalankan dengan baik,gabisa dijalankan,"['gabisa', 'dijalankan']",gabisa jalan
Pengguna Google,5,2024-11-13 13:03:32,"Aplikasinya kok error tidak bisa di buka, ada masalah apa?",aplikasinya kok error tidak bisa di buka ada masalah apa,aplikasinya error buka,"['aplikasinya', 'error', 'buka']",aplikasi error buka
Pengguna Google,5,2024-11-13 10:20:01,Ter-Baik,terbaik,terbaik,['terbaik'],baik
Pengguna Google,1,2024-11-12 21:18:43,Berapa kali sign in malah gk bisa balik ke aplikasi,berapa kali sign in malah gk bisa balik ke aplikasi,kali sign in gk aplikasi,"['kali', 'sign', 'in', 'gk', 'aplikasi']",kali sign in gk aplikasi
Pengguna Google,5,2024-11-12 11:39:34,"Mantap berbagai bidang pekerjaan lengkap bangeut , sangat bermanfaat bagi para pencari kerja tanpa adanya pungutan biyaya",mantap berbagai bidang pekerjaan lengkap bangeut  sangat bermanfaat bagi para pencari kerja tanpa adanya pungutan biyaya,mantap bidang pekerjaan lengkap bangeut bermanfaat pencari kerja pungutan biyaya,"['mantap', 'bidang', 'pekerjaan', 'lengkap', 'bangeut', 'bermanfaat', 'pencari', 'kerja', 'pungutan', 'biyaya']",mantap bidang kerja lengkap bangeut manfaat cari kerja pungut biyaya
Pengguna Google,5,2024-11-12 11:12:14,Keren tampilan yang sekarang.. Sebenernya untuk aplikasinya sendiri itu udah lumayan lengkap... Cuman mungkin kadang banyak yg kurang paham cara penggunaan nya aja...resume masuk dan direview pun udh ada notifnya juga lgsg ke email... Semoga Take responsibility dari pihak company nya bisa fast respon...,keren tampilan yang sekarang sebenernya untuk aplikasinya sendiri itu udah lumayan lengkap cuman mungkin kadang banyak yg kurang paham cara penggunaan nya ajaresume masuk dan direview pun udh ada notifnya juga lgsg ke email semoga take responsibility dari pihak company nya bisa fast respon,keren tampilan sebenernya aplikasinya udah lumayan lengkap cuman kadang yg paham penggunaan nya ajaresume masuk direview udh notifnya lgsg email semoga take responsibility company nya fast respon,"['keren', 'tampilan', 'sebenernya', 'aplikasinya', 'udah', 'lumayan', 'lengkap', 'cuman', 'kadang', 'yg', 'paham', 'penggunaan', 'nya', 'ajaresume', 'masuk', 'direview', 'udh', 'notifnya', 'lgsg', 'email', 'semoga', 'take', 'responsibility', 'company', 'nya', 'fast', 'respon']",keren tampil sebenernya aplikasi udah lumayan lengkap cuman kadang yg paham guna nya ajaresume masuk direview udh notifnya lgsg email moga take responsibility company nya fast respon
Pengguna Google,2,2024-11-12 07:06:17,Hasil Pencariannya tidak sesuai dengan yang di cari. Yang di cari apa yang keluarnya apa 😔 Banyak loker palsu jg,hasil pencariannya tidak sesuai dengan yang di cari yang di cari apa yang keluarnya apa  banyak loker palsu jg,hasil pencariannya sesuai cari cari keluarnya loker palsu jg,"['hasil', 'pencariannya', 'sesuai', 'cari', 'cari', 'keluarnya', 'loker', 'palsu', 'jg']",hasil cari sesuai cari cari keluar loker palsu jg
Pengguna Google,2,2024-11-11 10:06:11,"setelah log in dan berhasil kenapa gabisa ke beranda? di pencet continue gabisa , giliran di back disuruh log in lagi",setelah log in dan berhasil kenapa gabisa ke beranda di pencet continue gabisa  giliran di back disuruh log in lagi,log in berhasil gabisa beranda pencet continue gabisa giliran back disuruh log in,"['log', 'in', 'berhasil', 'gabisa', 'beranda', 'pencet', 'continue', 'gabisa', 'giliran', 'back', 'disuruh', 'log', 'in']",log in hasil gabisa beranda pencet continue gabisa gilir back suruh log in
Pengguna Google,3,2024-11-11 08:51:43,Susah masuk ke akunnya kenapa ya padahal tadinya bisa sekarang malah stuck di halaman awal dan ga masuk ke profilnya,susah masuk ke akunnya kenapa ya padahal tadinya bisa sekarang malah stuck di halaman awal dan ga masuk ke profilnya,susah masuk akunnya ya stuck halaman ga masuk profilnya,"['susah', 'masuk', 'akunnya', 'ya', 'stuck', 'halaman', 'ga', 'masuk', 'profilnya']",susah masuk akun ya stuck halaman ga masuk profil
Pengguna Google,4,2024-11-11 05:09:59,Nice,nice,nice,['nice'],nice
Pengguna Google,5,2024-11-10 19:31:31,Good,good,good,['good'],good
Pengguna Google,1,2024-11-10 13:10:58,"Minimal perbaikin server nya, mau upload 2MB aja sampe 5 jam ga kelar kelar",minimal perbaikin server nya mau upload 2mb aja sampe 5 jam ga kelar kelar,minimal perbaikin server nya upload 2mb aja sampe 5 jam ga kelar kelar,"['minimal', 'perbaikin', 'server', 'nya', 'upload', '2mb', 'aja', 'sampe', '5', 'jam', 'ga', 'kelar', 'kelar']",minimal perbaikin server nya upload 2mb aja sampe 5 jam ga kelar kelar
Pengguna Google,3,2024-11-09 23:28:44,"Tolong dong ini setiap mau login kenapa lama banget sinyalnya, tapi pas pindah yutub dan medsos lainnya lancar jaya. Tolong diperbaiki, jangan cuma merespon doang ya pihak development",tolong dong ini setiap mau login kenapa lama banget sinyalnya tapi pas pindah yutub dan medsos lainnya lancar jaya tolong diperbaiki jangan cuma merespon doang ya pihak development,tolong login banget sinyalnya pas pindah yutub medsos lancar jaya tolong diperbaiki merespon doang ya development,"['tolong', 'login', 'banget', 'sinyalnya', 'pas', 'pindah', 'yutub', 'medsos', 'lancar', 'jaya', 'tolong', 'diperbaiki', 'merespon', 'doang', 'ya', 'development']",tolong login banget sinyal pas pindah yutub medsos lancar jaya tolong baik merespon doang ya development
Pengguna Google,1,2024-11-09 17:00:13,Susah mau masuknya,susah mau masuknya,susah masuknya,"['susah', 'masuknya']",susah masuk
Pengguna Google,1,2024-11-09 10:08:56,Banyak loker palsu,banyak loker palsu,loker palsu,"['loker', 'palsu']",loker palsu
Pengguna Google,5,2024-11-08 19:06:37,Good job,good job,good job,"['good', 'job']",good job
Pengguna Google,5,2024-11-08 18:54:22,Bermanfaat,bermanfaat,bermanfaat,['bermanfaat'],manfaat
Pengguna Google,5,2024-11-08 18:54:19,Apk bisa di andalkan,apk bisa di andalkan,apk andalkan,"['apk', 'andalkan']",apk andal
Pengguna Google,2,2024-11-08 15:55:53,Kenapa saya unggah resume selalu default ya ? File sudah kecil juga dan sudah sesuai,kenapa saya unggah resume selalu default ya  file sudah kecil juga dan sudah sesuai,unggah resume default ya file sesuai,"['unggah', 'resume', 'default', 'ya', 'file', 'sesuai']",unggah resume default ya file sesuai
Pengguna Google,1,2024-11-08 15:38:16,"Aplikasi GK real menurut ku ,udh 1 THN cari lamaran di sini sekalipun GK ada tanggapan haduhh",aplikasi gk real menurut ku udh 1 thn cari lamaran di sini sekalipun gk ada tanggapan haduhh,aplikasi gk real ku udh 1 thn cari lamaran gk tanggapan haduhh,"['aplikasi', 'gk', 'real', 'ku', 'udh', '1', 'thn', 'cari', 'lamaran', 'gk', 'tanggapan', 'haduhh']",aplikasi gk real ku udh 1 thn cari lamar gk tanggap haduhh
Pengguna Google,2,2024-11-08 09:10:58,"Saat ini aplikasinya sedang tidak bisa digunakan atau bagaimana, kok mau login tidak bisa padahal sudah masukkan email dan sandi dengan benar hanya ngefrezze saja, dengan notif menampilkan lmaran pekerjaan sesuai profil",saat ini aplikasinya sedang tidak bisa digunakan atau bagaimana kok mau login tidak bisa padahal sudah masukkan email dan sandi dengan benar hanya ngefrezze saja dengan notif menampilkan lmaran pekerjaan sesuai profil,aplikasinya login masukkan email sandi ngefrezze notif menampilkan lmaran pekerjaan sesuai profil,"['aplikasinya', 'login', 'masukkan', 'email', 'sandi', 'ngefrezze', 'notif', 'menampilkan', 'lmaran', 'pekerjaan', 'sesuai', 'profil']",aplikasi login masuk email sandi ngefrezze notif tampil lmaran kerja sesuai profil
Pengguna Google,1,2024-11-07 17:57:39,jangan gampang percaya dapet loker di apk ini karena masih banyak yang nipu tolong developer di filterisasi info lowongan kerja nya,jangan gampang percaya dapet loker di apk ini karena masih banyak yang nipu tolong developer di filterisasi info lowongan kerja nya,gampang percaya dapet loker apk nipu tolong developer filterisasi info lowongan kerja nya,"['gampang', 'percaya', 'dapet', 'loker', 'apk', 'nipu', 'tolong', 'developer', 'filterisasi', 'info', 'lowongan', 'kerja', 'nya']",gampang percaya dapet loker apk nipu tolong developer filter info lowong kerja nya
Pengguna Google,1,2024-11-07 10:47:04,"Maaf nih buat aplikasi kalau kasih kerjaan yang bener dong masa pekerjaan penipu di masukin ke aplikasi,kita tuh kerja buat cari uang bukan buat di mintain uang,nih buat nama yang bikinin loker FNB(apply.hikarusushi) dan skrng banyak banget pelamar di tebet dan itu di mintain duit sebesar 1jt,tolong dong kan kasihan buat orang yang udh ngasih duit tapi ga langsung kerja atau ttd kontrak.tolong dong buat apk jobstreet buat loker yang lebih jelas jangan ada penipuan,TERIMAKASIH 🙏",maaf nih buat aplikasi kalau kasih kerjaan yang bener dong masa pekerjaan penipu di masukin ke aplikasikita tuh kerja buat cari uang bukan buat di mintain uangnih buat nama yang bikinin loker fnbapplyhikarusushi dan skrng banyak banget pelamar di tebet dan itu di mintain duit sebesar 1jttolong dong kan kasihan buat orang yang udh ngasih duit tapi ga langsung kerja atau ttd kontraktolong dong buat apk jobstreet buat loker yang lebih jelas jangan ada penipuanterimakasih ,maaf nih aplikasi kasih kerjaan bener pekerjaan penipu masukin aplikasikita tuh kerja cari uang mintain uangnih nama bikinin loker fnbapplyhikarusushi skrng banget pelamar tebet mintain duit 1jttolong kasihan orang udh ngasih duit ga langsung kerja ttd kontraktolong apk jobstreet loker penipuanterimakasih,"['maaf', 'nih', 'aplikasi', 'kasih', 'kerjaan', 'bener', 'pekerjaan', 'penipu', 'masukin', 'aplikasikita', 'tuh', 'kerja', 'cari', 'uang', 'mintain', 'uangnih', 'nama', 'bikinin', 'loker', 'fnbapplyhikarusushi', 'skrng', 'banget', 'pelamar', 'tebet', 'mintain', 'duit', '1jttolong', 'kasihan', 'orang', 'udh', 'ngasih', 'duit', 'ga', 'langsung', 'kerja', 'ttd', 'kontraktolong', 'apk', 'jobstreet', 'loker', 'penipuanterimakasih']",maaf nih aplikasi kasih kerja bener kerja tipu masukin aplikasikita tuh kerja cari uang mintain uangnih nama bikinin loker fnbapplyhikarusushi skrng banget lamar tebet mintain duit 1jttolong kasihan orang udh ngasih duit ga langsung kerja ttd kontraktolong apk jobstreet loker penipuanterimakasih
Pengguna Google,1,2024-11-07 08:15:02,Gak pernah ada respon kalo apply di sini.,gak pernah ada respon kalo apply di sini,gak respon kalo apply,"['gak', 'respon', 'kalo', 'apply']",gak respon kalo apply
Pengguna Google,1,2024-11-07 07:42:09,Lokernya gk ada respone,lokernya gk ada respone,lokernya gk respone,"['lokernya', 'gk', 'respone']",lokernya gk respone
Pengguna Google,4,2024-11-07 05:55:17,Pas kirim Lamaran Ada masalah Maaf tidak bisa melamar karna Belum atur negara .lah padahal udah gw atur. Mohon respons,pas kirim lamaran ada masalah maaf tidak bisa melamar karna belum atur negara lah padahal udah gw atur mohon respons,pas kirim lamaran maaf melamar karna atur negara udah gw atur mohon respons,"['pas', 'kirim', 'lamaran', 'maaf', 'melamar', 'karna', 'atur', 'negara', 'udah', 'gw', 'atur', 'mohon', 'respons']",pas kirim lamar maaf lamar karna atur negara udah gw atur mohon respons
Pengguna Google,1,2024-11-06 22:31:35,"udah berkali kali mencoba login, kaga bisa",udah berkali kali mencoba login kaga bisa,udah berkali kali mencoba login kaga,"['udah', 'berkali', 'kali', 'mencoba', 'login', 'kaga']",udah kali kali coba login kaga
Pengguna Google,5,2024-11-06 20:44:30,Sangat membantu mendapatkan pekerjaan.,sangat membantu mendapatkan pekerjaan,membantu pekerjaan,"['membantu', 'pekerjaan']",bantu kerja
Pengguna Google,1,2024-11-06 13:18:03,Sy sdh banyak mengirim lamaran melalui aplikasi ini sampe sekarang gak ada info gagal atau tidak nya yg ada panggilan palsu ke ruko ruko bukan ke PT langsung. Aplikasi tidak meyakinkan.,sy sdh banyak mengirim lamaran melalui aplikasi ini sampe sekarang gak ada info gagal atau tidak nya yg ada panggilan palsu ke ruko ruko bukan ke pt langsung aplikasi tidak meyakinkan,sy sdh mengirim lamaran aplikasi sampe gak info gagal nya yg panggilan palsu ruko ruko pt langsung aplikasi,"['sy', 'sdh', 'mengirim', 'lamaran', 'aplikasi', 'sampe', 'gak', 'info', 'gagal', 'nya', 'yg', 'panggilan', 'palsu', 'ruko', 'ruko', 'pt', 'langsung', 'aplikasi']",sy sdh kirim lamar aplikasi sampe gak info gagal nya yg panggil palsu ruko ruko pt langsung aplikasi
Pengguna Google,1,2024-11-05 12:55:53,Semua aplikasi pencari kerja saat ini adalah aplikasi pencari uang yg menipu orang yg benar benar membutuhkan pekerjaan,semua aplikasi pencari kerja saat ini adalah aplikasi pencari uang yg menipu orang yg benar benar membutuhkan pekerjaan,aplikasi pencari kerja aplikasi pencari uang yg menipu orang yg membutuhkan pekerjaan,"['aplikasi', 'pencari', 'kerja', 'aplikasi', 'pencari', 'uang', 'yg', 'menipu', 'orang', 'yg', 'membutuhkan', 'pekerjaan']",aplikasi cari kerja aplikasi cari uang yg tipu orang yg butuh kerja
Pengguna Google,1,2024-11-05 12:17:16,Setelah diupdate tidak bisa log in ke akun yang sebelumnya. hanya stuck.,setelah diupdate tidak bisa log in ke akun yang sebelumnya hanya stuck,diupdate log in akun stuck,"['diupdate', 'log', 'in', 'akun', 'stuck']",diupdate log in akun stuck
Pengguna Google,1,2024-11-05 11:58:56,"Banyak penipuan najisss, penyedia aplikasi ga bisa filter perusahaan yang bener?penipuan semua isinya NAJISSSS",banyak penipuan najisss penyedia aplikasi ga bisa filter perusahaan yang benerpenipuan semua isinya najissss,penipuan najisss penyedia aplikasi ga filter perusahaan benerpenipuan isinya najissss,"['penipuan', 'najisss', 'penyedia', 'aplikasi', 'ga', 'filter', 'perusahaan', 'benerpenipuan', 'isinya', 'najissss']",tipu najisss sedia aplikasi ga filter usaha benerpenipuan isi najissss
Pengguna Google,5,2024-11-05 09:48:31,Tuhan memberikan saya pekerjaan yang baik melalui aplikasi ini..Thx,tuhan memberikan saya pekerjaan yang baik melalui aplikasi inithx,tuhan pekerjaan aplikasi inithx,"['tuhan', 'pekerjaan', 'aplikasi', 'inithx']",tuhan kerja aplikasi inithx
Pengguna Google,5,2024-11-05 09:30:37,Mantap Caur :),mantap caur ,mantap caur,"['mantap', 'caur']",mantap caur
Pengguna Google,2,2024-11-05 08:39:34,"Kok stelah di update gabisa log in by aplikasi, pasti langsung ke browser, padahal di browser udah masuk, tapi di aplikasi ga masuk terus,",kok stelah di update gabisa log in by aplikasi pasti langsung ke browser padahal di browser udah masuk tapi di aplikasi ga masuk terus,stelah update gabisa log in by aplikasi langsung browser browser udah masuk aplikasi ga masuk,"['stelah', 'update', 'gabisa', 'log', 'in', 'by', 'aplikasi', 'langsung', 'browser', 'browser', 'udah', 'masuk', 'aplikasi', 'ga', 'masuk']",stelah update gabisa log in by aplikasi langsung browser browser udah masuk aplikasi ga masuk
Pengguna Google,1,2024-11-05 06:07:14,"Kocak bener isi nya mafia dapet chat wa bukan nama PT yg dilamar ,untung searching2 dulu di chrome,medsos.ternyata alamatny bodong smua.",kocak bener isi nya mafia dapet chat wa bukan nama pt yg dilamar untung searching2 dulu di chromemedsosternyata alamatny bodong smua,kocak bener isi nya mafia dapet chat wa nama pt yg dilamar untung searching2 chromemedsosternyata alamatny bodong smua,"['kocak', 'bener', 'isi', 'nya', 'mafia', 'dapet', 'chat', 'wa', 'nama', 'pt', 'yg', 'dilamar', 'untung', 'searching2', 'chromemedsosternyata', 'alamatny', 'bodong', 'smua']",kocak bener isi nya mafia dapet chat wa nama pt yg lamar untung searching2 chromemedsosternyata alamatny bodong smua
Pengguna Google,1,2024-11-04 22:23:18,Tidak bisa login!,tidak bisa login,login,['login'],login
Pengguna Google,1,2024-11-04 21:21:20,Pengalaman pakai apliaksi jobstreet bnyak lamaran yang gagal boro2 di liat HR info slalu di tutup bagi kawan2 jgn pakai aplikasi job steet ini ngga guna,pengalaman pakai apliaksi jobstreet bnyak lamaran yang gagal boro2 di liat hr info slalu di tutup bagi kawan2 jgn pakai aplikasi job steet ini ngga guna,pengalaman pakai apliaksi jobstreet bnyak lamaran gagal boro2 liat hr info slalu tutup kawan2 jgn pakai aplikasi job steet ngga,"['pengalaman', 'pakai', 'apliaksi', 'jobstreet', 'bnyak', 'lamaran', 'gagal', 'boro2', 'liat', 'hr', 'info', 'slalu', 'tutup', 'kawan2', 'jgn', 'pakai', 'aplikasi', 'job', 'steet', 'ngga']",alam pakai apliaksi jobstreet bnyak lamar gagal boro2 liat hr info slalu tutup kawan2 jgn pakai aplikasi job steet ngga
Pengguna Google,1,2024-11-04 16:18:03,"Kenapa saya gk bisa login ya? Padahal sudah pakai berbagai akun, google fb daftar baru sama saja tidak bisa login.",kenapa saya gk bisa login ya padahal sudah pakai berbagai akun google fb daftar baru sama saja tidak bisa login,gk login ya pakai akun google fb daftar login,"['gk', 'login', 'ya', 'pakai', 'akun', 'google', 'fb', 'daftar', 'login']",gk login ya pakai akun google fb daftar login
Pengguna Google,5,2024-11-04 13:35:49,"Terima kasih jobstreet,",terima kasih jobstreet,terima kasih jobstreet,"['terima', 'kasih', 'jobstreet']",terima kasih jobstreet
Pengguna Google,1,2024-11-04 13:16:10,Aplikasi sampah banyak penipuan lowongan kerja dasar apk sampah,aplikasi sampah banyak penipuan lowongan kerja dasar apk sampah,aplikasi sampah penipuan lowongan kerja dasar apk sampah,"['aplikasi', 'sampah', 'penipuan', 'lowongan', 'kerja', 'dasar', 'apk', 'sampah']",aplikasi sampah tipu lowong kerja dasar apk sampah
Pengguna Google,1,2024-11-04 06:32:42,Gimana ini jobstreet...lowongan sudah kedaluarsa masih dipasang aja...tolong yang bener dong klo pasang iklan lowongan pekerjaan...bukan lowongan hoax Banyak lamaran kerja yg saya lamar...rata2 lowongan sdh kedaluwarsa....sebagai pencari kerja terua terang saya kecewa... Iklan lowongan & rekomendasi pekerjaanmu Palsu ternyata...,gimana ini jobstreetlowongan sudah kedaluarsa masih dipasang ajatolong yang bener dong klo pasang iklan lowongan pekerjaanbukan lowongan hoax banyak lamaran kerja yg saya lamarrata2 lowongan sdh kedaluwarsasebagai pencari kerja terua terang saya kecewa iklan lowongan  rekomendasi pekerjaanmu palsu ternyata,gimana jobstreetlowongan kedaluarsa dipasang ajatolong bener klo pasang iklan lowongan pekerjaanbukan lowongan hoax lamaran kerja yg lamarrata2 lowongan sdh kedaluwarsasebagai pencari kerja terua terang kecewa iklan lowongan rekomendasi pekerjaanmu palsu,"['gimana', 'jobstreetlowongan', 'kedaluarsa', 'dipasang', 'ajatolong', 'bener', 'klo', 'pasang', 'iklan', 'lowongan', 'pekerjaanbukan', 'lowongan', 'hoax', 'lamaran', 'kerja', 'yg', 'lamarrata2', 'lowongan', 'sdh', 'kedaluwarsasebagai', 'pencari', 'kerja', 'terua', 'terang', 'kecewa', 'iklan', 'lowongan', 'rekomendasi', 'pekerjaanmu', 'palsu']",gimana jobstreetlowongan kedaluarsa pasang ajatolong bener klo pasang iklan lowong pekerjaanbukan lowong hoax lamar kerja yg lamarrata2 lowong sdh kedaluwarsasebagai cari kerja rua terang kecewa iklan lowong rekomendasi kerja palsu
Pengguna Google,1,2024-11-03 09:26:57,"Yang dicari lokasi tangerang, yang muncul jakarta.. Hahaha lucu",yang dicari lokasi tangerang yang muncul jakarta hahaha lucu,dicari lokasi tangerang muncul jakarta hahaha lucu,"['dicari', 'lokasi', 'tangerang', 'muncul', 'jakarta', 'hahaha', 'lucu']",cari lokasi tangerang muncul jakarta hahaha lucu
Pengguna Google,5,2024-11-02 18:28:40,Kalo masih SMA bisa ga ya 😌😌,kalo masih sma bisa ga ya ,kalo sma ga ya,"['kalo', 'sma', 'ga', 'ya']",kalo sma ga ya
Pengguna Google,5,2024-11-02 11:40:32,"Sangat membantu, bagi pencari kerja",sangat membantu bagi pencari kerja,membantu pencari kerja,"['membantu', 'pencari', 'kerja']",bantu cari kerja
Pengguna Google,5,2024-11-02 07:56:15,Semoga bisa dapat pekerjaan disini,semoga bisa dapat pekerjaan disini,semoga pekerjaan,"['semoga', 'pekerjaan']",moga kerja
Pengguna Google,3,2024-11-02 04:21:49,Belum ada panggilan kerja yang memuaskan,belum ada panggilan kerja yang memuaskan,panggilan kerja memuaskan,"['panggilan', 'kerja', 'memuaskan']",panggil kerja muas
Pengguna Google,1,2024-11-01 19:36:35,Di update malah logout dan gak bisa login lagi.,di update malah logout dan gak bisa login lagi,update logout gak login,"['update', 'logout', 'gak', 'login']",update logout gak login
Pengguna Google,5,2024-11-01 19:30:16,Terimakasih kepada aplikasi jobstreet dapat berguna untuk mencari lowongan pekerjaan,terimakasih kepada aplikasi jobstreet dapat berguna untuk mencari lowongan pekerjaan,terimakasih aplikasi jobstreet berguna mencari lowongan pekerjaan,"['terimakasih', 'aplikasi', 'jobstreet', 'berguna', 'mencari', 'lowongan', 'pekerjaan']",terimakasih aplikasi jobstreet guna cari lowong kerja
Pengguna Google,3,2024-11-01 14:40:57,Akhir Akhir Ini jobstret Kenapa ya saya ada akun Tapi Tiba Tiba keluar sendiri pas saya masukin lagi Selalu GA bisa Dan keluarnya begini tlong dibantu,akhir akhir ini jobstret kenapa ya saya ada akun tapi tiba tiba keluar sendiri pas saya masukin lagi selalu ga bisa dan keluarnya begini tlong dibantu,jobstret ya akun pas masukin ga keluarnya tlong dibantu,"['jobstret', 'ya', 'akun', 'pas', 'masukin', 'ga', 'keluarnya', 'tlong', 'dibantu']",jobstret ya akun pas masukin ga keluar tlong bantu
Pengguna Google,1,2024-11-01 12:16:23,Tolong diperbaikin lagi lowongan kerja banyakan penipu saya adalah korban atas nama pt minta uang ke saya,tolong diperbaikin lagi lowongan kerja banyakan penipu saya adalah korban atas nama pt minta uang ke saya,tolong diperbaikin lowongan kerja banyakan penipu korban nama pt uang,"['tolong', 'diperbaikin', 'lowongan', 'kerja', 'banyakan', 'penipu', 'korban', 'nama', 'pt', 'uang']",tolong diperbaikin lowong kerja banyak tipu korban nama pt uang
Pengguna Google,3,2024-11-01 02:40:56,"3 Dulu, Mau Mencoba Lagi Mencari Pekerjaan Lewat Jobstreet. Masih Banyak Loker Loker Bodong Yg Harus Nya Di Seleksi Dari Aplikasi Sebelum Di Siarankan Menerima Lowongan Kerja Jangan Asal Acc Dan Gaada Kejelasaan Dari Loker² Palsu Itu Masih Banyak Yg Minta Uang Diawal Pas Interview",3 dulu mau mencoba lagi mencari pekerjaan lewat jobstreet masih banyak loker loker bodong yg harus nya di seleksi dari aplikasi sebelum di siarankan menerima lowongan kerja jangan asal acc dan gaada kejelasaan dari loker palsu itu masih banyak yg minta uang diawal pas interview,3 mencoba mencari pekerjaan jobstreet loker loker bodong yg nya seleksi aplikasi siarankan menerima lowongan kerja acc gaada kejelasaan loker palsu yg uang diawal pas interview,"['3', 'mencoba', 'mencari', 'pekerjaan', 'jobstreet', 'loker', 'loker', 'bodong', 'yg', 'nya', 'seleksi', 'aplikasi', 'siarankan', 'menerima', 'lowongan', 'kerja', 'acc', 'gaada', 'kejelasaan', 'loker', 'palsu', 'yg', 'uang', 'diawal', 'pas', 'interview']",3 coba cari kerja jobstreet loker loker bodong yg nya seleksi aplikasi siarankan terima lowong kerja acc gaada jasa loker palsu yg uang awal pas interview
Pengguna Google,1,2024-10-31 19:14:20,"JOBSTREET BEKERJA SAMA DENGAN KOMPLOTAN PENIPU PENCAKER DENGAN MENERIMA PERECRUITAN ANONIM DAN PERUSAHAAN YG TIDAK TERVERIFIKASI . JADI KALIAN HARUS HATI-HATI ! JIKA PIHAK JOBSTREET TIDAK TER AFILIASI DENGAN MEREKA LANGSUNG TINDAK DAN BERIKAN SYARAT YG JELAS UNTUK PARA PERECRUIT ! JANGAN NUNGGU DIKIT2 DI SURUH LAPOR,TAPI TIDAK DI TINDAK TEGAS KARNA BAGIAN DARI JOBSREET .",jobstreet bekerja sama dengan komplotan penipu pencaker dengan menerima perecruitan anonim dan perusahaan yg tidak terverifikasi  jadi kalian harus hatihati  jika pihak jobstreet tidak ter afiliasi dengan mereka langsung tindak dan berikan syarat yg jelas untuk para perecruit  jangan nunggu dikit2 di suruh laportapi tidak di tindak tegas karna bagian dari jobsreet ,jobstreet komplotan penipu pencaker menerima perecruitan anonim perusahaan yg terverifikasi hatihati jobstreet ter afiliasi langsung tindak syarat yg perecruit nunggu dikit2 suruh laportapi tindak karna jobsreet,"['jobstreet', 'komplotan', 'penipu', 'pencaker', 'menerima', 'perecruitan', 'anonim', 'perusahaan', 'yg', 'terverifikasi', 'hatihati', 'jobstreet', 'ter', 'afiliasi', 'langsung', 'tindak', 'syarat', 'yg', 'perecruit', 'nunggu', 'dikit2', 'suruh', 'laportapi', 'tindak', 'karna', 'jobsreet']",jobstreet komplot tipu pencaker terima perecruitan anonim usaha yg verifikasi hatihati jobstreet ter afiliasi langsung tindak syarat yg perecruit nunggu dikit2 suruh laportapi tindak karna jobsreet
Pengguna Google,5,2024-10-31 14:01:42,"Tolong diperbaiki lagi karena nulis pengalaman kalo Wiraswasta, tidak bisa ditulis nama perusahaan pribadi, dan di bagian lisensi kalo nulis Mini Bootcamp tidak ada, selain itu tidak bisa upload bukti Sertifikat di bagian Lisensi.",tolong diperbaiki lagi karena nulis pengalaman kalo wiraswasta tidak bisa ditulis nama perusahaan pribadi dan di bagian lisensi kalo nulis mini bootcamp tidak ada selain itu tidak bisa upload bukti sertifikat di bagian lisensi,tolong diperbaiki nulis pengalaman kalo wiraswasta ditulis nama perusahaan pribadi lisensi kalo nulis mini bootcamp upload bukti sertifikat lisensi,"['tolong', 'diperbaiki', 'nulis', 'pengalaman', 'kalo', 'wiraswasta', 'ditulis', 'nama', 'perusahaan', 'pribadi', 'lisensi', 'kalo', 'nulis', 'mini', 'bootcamp', 'upload', 'bukti', 'sertifikat', 'lisensi']",tolong baik nulis alam kalo wiraswasta tulis nama usaha pribadi lisensi kalo nulis mini bootcamp upload bukti sertifikat lisensi
Pengguna Google,5,2024-10-31 11:46:57,Ok,ok,ok,['ok'],ok
