userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label,Label NB,Label SVM
Pengguna Google,5,2024-07-01 20:23:22,apalikasi yg menambah wawasan pengetahuan keuangan global,apalikasi yg menambah wawasan pengetahuan keuangan global,apalikasi yg menambah wawasan pengetahuan keuangan global,"['apalikasi', 'yg', 'menambah', 'wawasan', 'pengetahuan', 'keuangan', 'global']",apalikasi yg tambah wawas tahu uang global,positif,positif,positif
Pengguna Google,5,2024-06-30 21:03:54,Reku is the best 👍👍,reku is the best ,reku is the best,"['reku', 'is', 'the', 'best']",reku is the best,positif,positif,positif
Pengguna Google,5,2024-06-28 14:50:16,Reku,reku,reku,['reku'],reku,positif,positif,positif
Pengguna Google,5,2024-06-28 10:59:11,Good,good,good,['good'],good,positif,positif,positif
Pengguna Google,4,2024-06-28 08:28:13,"sebenarnya investasi disini baguss nyaman,tapi kenapa setiap saya mau penarikan saldo saya kemapa ditolak/gagal terus sama e wallet nya",sebenarnya investasi disini baguss nyamantapi kenapa setiap saya mau penarikan saldo saya kemapa ditolakgagal terus sama e wallet nya,investasi baguss nyamantapi penarikan saldo kemapa ditolakgagal e wallet nya,"['investasi', 'baguss', 'nyamantapi', 'penarikan', 'saldo', 'kemapa', 'ditolakgagal', 'e', 'wallet', 'nya']",investasi baguss nyamantapi tari saldo kemapa ditolakgagal e wallet nya,positif,positif,positif
Pengguna Google,5,2024-06-28 07:20:26,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-06-27 20:10:20,Keamanan nomor 1 aplikasi terbaik,keamanan nomor 1 aplikasi terbaik,keamanan nomor 1 aplikasi terbaik,"['keamanan', 'nomor', '1', 'aplikasi', 'terbaik']",aman nomor 1 aplikasi baik,positif,positif,positif
Pengguna Google,5,2024-06-27 17:04:54,god app,god app,god app,"['god', 'app']",god app,positif,positif,positif
Pengguna Google,1,2024-06-27 09:19:34,"Mau Verifikasi sulit udah 4 Kali gagal terus coba yang lain seperti Indodax, Tokocrypto, dan Pintu langsung berhasil tanpa nunggu lama, Keknya yang salah Aplikasinya.",mau verifikasi sulit udah 4 kali gagal terus coba yang lain seperti indodax tokocrypto dan pintu langsung berhasil tanpa nunggu lama keknya yang salah aplikasinya,verifikasi sulit udah 4 kali gagal coba indodax tokocrypto pintu langsung berhasil nunggu keknya salah aplikasinya,"['verifikasi', 'sulit', 'udah', '4', 'kali', 'gagal', 'coba', 'indodax', 'tokocrypto', 'pintu', 'langsung', 'berhasil', 'nunggu', 'keknya', 'salah', 'aplikasinya']",verifikasi sulit udah 4 kali gagal coba indodax tokocrypto pintu langsung hasil nunggu kek salah aplikasi,negatif,positif,negatif
Pengguna Google,1,2024-06-26 22:51:34,Hasil earn tidak sesuai,hasil earn tidak sesuai,hasil earn sesuai,"['hasil', 'earn', 'sesuai']",hasil earn sesuai,negatif,positif,negatif
Pengguna Google,5,2024-06-26 17:48:02,terbaik,terbaik,terbaik,['terbaik'],baik,positif,positif,positif
Pengguna Google,5,2024-06-25 05:52:49,"exchanger paling friendly..mudah dftrnya..selfi wl cameraku 3gb.hp jadul berkli' login dr hp br cpt skli di acc...reset 2FA cpt jg..tdk berhri”,ky ditkocryo dn indudx....uangku lenyap g bs di exngch krn sulitnya mrk...asuu",exchanger paling friendlymudah dftrnyaselfi wl cameraku 3gbhp jadul berkli login dr hp br cpt skli di accreset 2fa cpt jgtdk berhriky ditkocryo dn indudxuangku lenyap g bs di exngch krn sulitnya mrkasuu,exchanger friendlymudah dftrnyaselfi wl cameraku 3gbhp jadul berkli login dr hp br cpt skli accreset 2fa cpt jgtdk berhriky ditkocryo dn indudxuangku lenyap g bs exngch krn sulitnya mrkasuu,"['exchanger', 'friendlymudah', 'dftrnyaselfi', 'wl', 'cameraku', '3gbhp', 'jadul', 'berkli', 'login', 'dr', 'hp', 'br', 'cpt', 'skli', 'accreset', '2fa', 'cpt', 'jgtdk', 'berhriky', 'ditkocryo', 'dn', 'indudxuangku', 'lenyap', 'g', 'bs', 'exngch', 'krn', 'sulitnya', 'mrkasuu']",exchanger friendlymudah dftrnyaselfi wl cameraku 3gbhp jadul berkli login dr hp br cpt skli accreset 2fa cpt jgtdk berhriky ditkocryo dn indudxuangku lenyap g bs exngch krn sulit mrkasuu,positif,negatif,positif
Pengguna Google,1,2024-06-24 17:32:58,FEE SEGEDE GABAN TANGGU JAWAB NIHIL,fee segede gaban tanggu jawab nihil,fee segede gaban tanggu nihil,"['fee', 'segede', 'gaban', 'tanggu', 'nihil']",fee gede gaban tanggu nihil,negatif,negatif,negatif
Pengguna Google,5,2024-06-24 08:44:34,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,4,2024-06-24 00:20:04,Msih pemula Lum ngerti cara pembelian dan penukaran,msih pemula lum ngerti cara pembelian dan penukaran,msih pemula lum ngerti pembelian penukaran,"['msih', 'pemula', 'lum', 'ngerti', 'pembelian', 'penukaran']",msih mula lum ngerti beli tukar,positif,positif,positif
Pengguna Google,5,2024-06-23 22:15:33,ok SMG reku selalu menghadirkan koin koin baru agar dapat harga murah,ok smg reku selalu menghadirkan koin koin baru agar dapat harga murah,ok smg reku menghadirkan koin koin harga murah,"['ok', 'smg', 'reku', 'menghadirkan', 'koin', 'koin', 'harga', 'murah']",ok smg reku hadir koin koin harga murah,positif,positif,positif
Pengguna Google,5,2024-06-23 21:54:41,Reku The Best,reku the best,reku the best,"['reku', 'the', 'best']",reku the best,positif,positif,positif
Pengguna Google,5,2024-06-23 19:58:03,Goood,goood,goood,['goood'],goood,positif,positif,positif
Pengguna Google,1,2024-06-23 11:46:15,Aplikasi apa ini menylitkan penggunanya !,aplikasi apa ini menylitkan penggunanya ,aplikasi menylitkan penggunanya,"['aplikasi', 'menylitkan', 'penggunanya']",aplikasi menylitkan guna,negatif,positif,negatif
Pengguna Google,5,2024-06-22 17:18:23,mantap reku,mantap reku,mantap reku,"['mantap', 'reku']",mantap reku,positif,positif,positif
Pengguna Google,5,2024-06-22 12:38:05,kreeeen,kreeeen,kreeeen,['kreeeen'],kreeeen,positif,positif,positif
Pengguna Google,5,2024-06-22 11:59:35,"Saya suka tampilan reku, simpel dan keren sayang nya saya gak bisa gunain aplikasi reku di karenakan batas umur saya sedangkan persyaratan untuk penggunaan reku harus 18 tahun. Fitur saya yang paling suka ialah tampilan dashboard nya apalagi kita tau koin -koin yang lagi naik, dan bisa di lihat dari kenaikan koin nya ada 1 jam, 4 jam, sama 24 jam 🤩 saya berharap persyaratan untuk aplikasi reku bisa di mulai dari 17 tahun 🤗❤️",saya suka tampilan reku simpel dan keren sayang nya saya gak bisa gunain aplikasi reku di karenakan batas umur saya sedangkan persyaratan untuk penggunaan reku harus 18 tahun fitur saya yang paling suka ialah tampilan dashboard nya apalagi kita tau koin koin yang lagi naik dan bisa di lihat dari kenaikan koin nya ada 1 jam 4 jam sama 24 jam  saya berharap persyaratan untuk aplikasi reku bisa di mulai dari 17 tahun ,suka tampilan reku simpel keren sayang nya gak gunain aplikasi reku karenakan batas umur persyaratan penggunaan reku 18 fitur suka tampilan dashboard nya tau koin koin lihat kenaikan koin nya 1 jam 4 jam 24 jam berharap persyaratan aplikasi reku 17,"['suka', 'tampilan', 'reku', 'simpel', 'keren', 'sayang', 'nya', 'gak', 'gunain', 'aplikasi', 'reku', 'karenakan', 'batas', 'umur', 'persyaratan', 'penggunaan', 'reku', '18', 'fitur', 'suka', 'tampilan', 'dashboard', 'nya', 'tau', 'koin', 'koin', 'lihat', 'kenaikan', 'koin', 'nya', '1', 'jam', '4', 'jam', '24', 'jam', 'berharap', 'persyaratan', 'aplikasi', 'reku', '17']",suka tampil reku simpel keren sayang nya gak gunain aplikasi reku karena batas umur syarat guna reku 18 fitur suka tampil dashboard nya tau koin koin lihat naik koin nya 1 jam 4 jam 24 jam harap syarat aplikasi reku 17,positif,positif,positif
Pengguna Google,5,2024-06-21 09:43:30,Reku makin kesini makin bagus koin koin baru langsung listing dan sesuai harga koin itu,reku makin kesini makin bagus koin koin baru langsung listing dan sesuai harga koin itu,reku kesini bagus koin koin langsung listing sesuai harga koin,"['reku', 'kesini', 'bagus', 'koin', 'koin', 'langsung', 'listing', 'sesuai', 'harga', 'koin']",reku kesini bagus koin koin langsung listing sesuai harga koin,positif,positif,positif
Pengguna Google,5,2024-06-20 22:53:25,Gunakan kode @tarwin5 supaya dapat bonus dan cuan Aplikasi cuan mudah digunakan untuk pemula,gunakan kode  supaya dapat bonus dan cuan aplikasi cuan mudah digunakan untuk pemula,kode bonus cuan aplikasi cuan mudah pemula,"['kode', 'bonus', 'cuan', 'aplikasi', 'cuan', 'mudah', 'pemula']",kode bonus cuan aplikasi cuan mudah mula,positif,positif,positif
Pengguna Google,5,2024-06-19 18:39:55,mantaaap,mantaaap,mantaaap,['mantaaap'],mantaaap,positif,positif,positif
Pengguna Google,4,2024-06-19 18:04:17,Fitur enak pengambilan lewat ewalet enka Harga koin lebih murah disini dg pembelian koin lebih mahal,fitur enak pengambilan lewat ewalet enka harga koin lebih murah disini dg pembelian koin lebih mahal,fitur enak pengambilan ewalet enka harga koin murah dg pembelian koin mahal,"['fitur', 'enak', 'pengambilan', 'ewalet', 'enka', 'harga', 'koin', 'murah', 'dg', 'pembelian', 'koin', 'mahal']",fitur enak ambil ewalet enka harga koin murah dg beli koin mahal,positif,positif,positif
Pengguna Google,5,2024-06-19 15:49:22,"Mudah pakainya,..",mudah pakainya,mudah pakainya,"['mudah', 'pakainya']",mudah pakai,positif,positif,positif
Pengguna Google,1,2024-06-19 15:32:44,Mode lightning hilangin aja deh. Nganggu bgt. Ga penting,mode lightning hilangin aja deh nganggu bgt ga penting,mode lightning hilangin aja deh nganggu bgt ga,"['mode', 'lightning', 'hilangin', 'aja', 'deh', 'nganggu', 'bgt', 'ga']",mode lightning hilangin aja deh nganggu bgt ga,negatif,positif,negatif
Pengguna Google,5,2024-06-19 03:17:43,Reku sekarang tidak bisa live chat ya,reku sekarang tidak bisa live chat ya,reku live chat ya,"['reku', 'live', 'chat', 'ya']",reku live chat ya,positif,positif,positif
Pengguna Google,5,2024-06-18 15:32:37,Lebih suka tampilan yang lama yang namanya masih Rekeningku,lebih suka tampilan yang lama yang namanya masih rekeningku,suka tampilan namanya rekeningku,"['suka', 'tampilan', 'namanya', 'rekeningku']",suka tampil nama rekening,positif,positif,positif
Pengguna Google,5,2024-06-17 21:36:19,ok bet,ok bet,ok bet,"['ok', 'bet']",ok bet,positif,positif,positif
Pengguna Google,5,2024-06-17 19:00:23,baik,baik,,[],,positif,positif,positif
Pengguna Google,5,2024-06-16 23:55:39,sangat mudah di pelajari dn its okey,sangat mudah di pelajari dn its okey,mudah pelajari dn its okey,"['mudah', 'pelajari', 'dn', 'its', 'okey']",mudah ajar dn its okey,positif,positif,positif
Pengguna Google,4,2024-06-15 20:39:36,good,good,good,['good'],good,positif,positif,positif
Pengguna Google,5,2024-06-15 20:23:14,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-06-15 15:53:45,gampang di mengerti,gampang di mengerti,gampang mengerti,"['gampang', 'mengerti']",gampang erti,positif,positif,positif
Pengguna Google,5,2024-06-14 21:51:21,ok,ok,ok,['ok'],ok,positif,positif,positif
Pengguna Google,1,2024-06-14 01:10:25,Kacau baru 1 hari di pake aplikasi nya udah ga bisa di buka🥱,kacau baru 1 hari di pake aplikasi nya udah ga bisa di buka,kacau 1 pake aplikasi nya udah ga buka,"['kacau', '1', 'pake', 'aplikasi', 'nya', 'udah', 'ga', 'buka']",kacau 1 pake aplikasi nya udah ga buka,negatif,positif,negatif
Pengguna Google,5,2024-06-13 15:22:10,good jobs,good jobs,good jobs,"['good', 'jobs']",good jobs,positif,positif,positif
Pengguna Google,5,2024-06-13 14:29:56,good jobs,good jobs,good jobs,"['good', 'jobs']",good jobs,positif,positif,positif
Pengguna Google,1,2024-06-13 13:03:08,Apk tolol mau WD nggak bisa golbok,apk tolol mau wd nggak bisa golbok,apk tolol wd nggak golbok,"['apk', 'tolol', 'wd', 'nggak', 'golbok']",apk tolol wd nggak golbok,negatif,positif,negatif
Pengguna Google,5,2024-06-12 06:35:03,bagus,bagus,bagus,['bagus'],bagus,positif,positif,positif
Pengguna Google,5,2024-06-12 05:21:30,Tempat bagus menabung bitcoin,tempat bagus menabung bitcoin,bagus menabung bitcoin,"['bagus', 'menabung', 'bitcoin']",bagus tabung bitcoin,positif,positif,positif
Pengguna Google,5,2024-06-11 23:18:00,"SEKARANG APLIKASI INI SAYA GUNAKAN UNTUK MENYIMPAN BNB,LTC,BTC,SOL,ETH DAN TRON",sekarang aplikasi ini saya gunakan untuk menyimpan bnbltcbtcsoleth dan tron,aplikasi menyimpan bnbltcbtcsoleth tron,"['aplikasi', 'menyimpan', 'bnbltcbtcsoleth', 'tron']",aplikasi simpan bnbltcbtcsoleth tron,positif,positif,positif
Pengguna Google,5,2024-06-11 15:22:31,Sangat bagus,sangat bagus,bagus,['bagus'],bagus,positif,positif,positif
Pengguna Google,5,2024-06-11 01:23:53,mantab,mantab,mantab,['mantab'],mantab,positif,positif,positif
Pengguna Google,5,2024-06-10 16:10:24,"Aplikasinya top dan gak selalu ketinggalan harga, tapi ada keluhan, mungkin bisa diturunkan minimal penarikan menjadi 10.000? Itu saja selebihnya tampilannya bagus",aplikasinya top dan gak selalu ketinggalan harga tapi ada keluhan mungkin bisa diturunkan minimal penarikan menjadi 10000 itu saja selebihnya tampilannya bagus,aplikasinya top gak ketinggalan harga keluhan diturunkan minimal penarikan 10000 selebihnya tampilannya bagus,"['aplikasinya', 'top', 'gak', 'ketinggalan', 'harga', 'keluhan', 'diturunkan', 'minimal', 'penarikan', '10000', 'selebihnya', 'tampilannya', 'bagus']",aplikasi top gak tinggal harga keluh turun minimal tari 10000 lebih tampil bagus,positif,positif,positif
Pengguna Google,4,2024-06-10 11:44:44,bagus,bagus,bagus,['bagus'],bagus,positif,positif,positif
Pengguna Google,5,2024-06-09 20:51:49,tingkatan lagi pasar coin cripto nya. perbanyak coin micin harga yang kecil,tingkatan lagi pasar coin cripto nya perbanyak coin micin harga yang kecil,tingkatan pasar coin cripto nya perbanyak coin micin harga,"['tingkatan', 'pasar', 'coin', 'cripto', 'nya', 'perbanyak', 'coin', 'micin', 'harga']",tingkat pasar coin cripto nya banyak coin micin harga,positif,positif,positif
Pengguna Google,5,2024-06-09 19:12:43,good luck,good luck,good luck,"['good', 'luck']",good luck,positif,positif,positif
Pengguna Google,5,2024-06-07 11:21:26,"sebagai seorang pemula aplikasi ini sangat bagus dg firur2 nya simple dan gampang dimengerti serta utk daftarnya mudah hanya hitungan menit cuma ada sedikit kekurangannya yakni gampang ngelag tlg diperhatikan agar pengguna merasa nyaman saat mengoperasikannya,🙏",sebagai seorang pemula aplikasi ini sangat bagus dg firur2 nya simple dan gampang dimengerti serta utk daftarnya mudah hanya hitungan menit cuma ada sedikit kekurangannya yakni gampang ngelag tlg diperhatikan agar pengguna merasa nyaman saat mengoperasikannya,pemula aplikasi bagus dg firur2 nya simple gampang dimengerti utk daftarnya mudah hitungan menit kekurangannya gampang ngelag tlg diperhatikan pengguna nyaman mengoperasikannya,"['pemula', 'aplikasi', 'bagus', 'dg', 'firur2', 'nya', 'simple', 'gampang', 'dimengerti', 'utk', 'daftarnya', 'mudah', 'hitungan', 'menit', 'kekurangannya', 'gampang', 'ngelag', 'tlg', 'diperhatikan', 'pengguna', 'nyaman', 'mengoperasikannya']",mula aplikasi bagus dg firur2 nya simple gampang erti utk daftar mudah hitung menit kurang gampang ngelag tlg perhati guna nyaman operasi,positif,positif,positif
Pengguna Google,5,2024-06-06 16:42:06,okooooo,okooooo,okooooo,['okooooo'],okooooo,positif,positif,positif
Pengguna Google,5,2024-06-05 21:54:11,Tampilan menarik. Ringan. Tolong tambahkan koin koin murah yang menarik. Dan tambahkan koin yang bisa distaking.,tampilan menarik ringan tolong tambahkan koin koin murah yang menarik dan tambahkan koin yang bisa distaking,tampilan menarik ringan tolong tambahkan koin koin murah menarik tambahkan koin distaking,"['tampilan', 'menarik', 'ringan', 'tolong', 'tambahkan', 'koin', 'koin', 'murah', 'menarik', 'tambahkan', 'koin', 'distaking']",tampil tarik ringan tolong tambah koin koin murah tarik tambah koin staking,positif,positif,positif
Pengguna Google,5,2024-06-05 15:01:56,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,4,2024-06-03 20:17:21,"Akun ada saldo 2jt langsung di bekuin, ngurus nya harus ke kantor reku di jakarta, Lah,, ogut kan tinggal di Kalimantan malah dipaksa ke Jakarta buat urus akun,, Udah lah,, Mending kalian cari aplikasi lain aja",akun ada saldo 2jt langsung di bekuin ngurus nya harus ke kantor reku di jakarta lah ogut kan tinggal di kalimantan malah dipaksa ke jakarta buat urus akun udah lah mending kalian cari aplikasi lain aja,akun saldo 2jt langsung bekuin ngurus nya kantor reku jakarta ogut tinggal kalimantan dipaksa jakarta urus akun udah mending cari aplikasi aja,"['akun', 'saldo', '2jt', 'langsung', 'bekuin', 'ngurus', 'nya', 'kantor', 'reku', 'jakarta', 'ogut', 'tinggal', 'kalimantan', 'dipaksa', 'jakarta', 'urus', 'akun', 'udah', 'mending', 'cari', 'aplikasi', 'aja']",akun saldo 2jt langsung bekuin ngurus nya kantor reku jakarta ogut tinggal kalimantan paksa jakarta urus akun udah mending cari aplikasi aja,positif,positif,positif
Pengguna Google,1,2024-06-03 10:37:40,"Wd idr 4 hari g masuk"" kn babik.",wd idr 4 hari g masuk kn babik,wd idr 4 g masuk kn babik,"['wd', 'idr', '4', 'g', 'masuk', 'kn', 'babik']",wd idr 4 g masuk kn babik,negatif,positif,negatif
Pengguna Google,5,2024-06-03 10:11:20,"proses mudah, pelayanan cepat dan aman",proses mudah pelayanan cepat dan aman,proses mudah pelayanan cepat aman,"['proses', 'mudah', 'pelayanan', 'cepat', 'aman']",proses mudah layan cepat aman,positif,positif,positif
Pengguna Google,5,2024-06-02 12:49:59,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-06-01 23:48:09,good aplikasi,good aplikasi,good aplikasi,"['good', 'aplikasi']",good aplikasi,positif,positif,positif
Pengguna Google,5,2024-06-01 22:34:43,bagutss 👍,bagutss ,bagutss,['bagutss'],bagutss,positif,positif,positif
Pengguna Google,5,2024-06-01 19:54:55,it's good,its good,its good,"['its', 'good']",its good,positif,positif,positif
Pengguna Google,5,2024-06-01 12:33:21,sangat membantu di era digital sekagarang ini dan memantu untuk menambah penghasilan rakya Indonesia,sangat membantu di era digital sekagarang ini dan memantu untuk menambah penghasilan rakya indonesia,membantu era digital sekagarang memantu menambah penghasilan rakya indonesia,"['membantu', 'era', 'digital', 'sekagarang', 'memantu', 'menambah', 'penghasilan', 'rakya', 'indonesia']",bantu era digital sekagarang mantu tambah hasil rakya indonesia,positif,positif,positif
Pengguna Google,5,2024-06-01 08:25:25,Apk nya bagus mudah digunakan kalau untuk pemula bagus banget apk ini,apk nya bagus mudah digunakan kalau untuk pemula bagus banget apk ini,apk nya bagus mudah pemula bagus banget apk,"['apk', 'nya', 'bagus', 'mudah', 'pemula', 'bagus', 'banget', 'apk']",apk nya bagus mudah mula bagus banget apk,positif,positif,positif
Pengguna Google,5,2024-05-31 20:54:45,Aplikasi bagus.. Smoga kedepan nya jadi lebih baik lagi. Saran aplikasi nih bro. Aman dan terpercaya.,aplikasi bagus smoga kedepan nya jadi lebih baik lagi saran aplikasi nih bro aman dan terpercaya,aplikasi bagus smoga kedepan nya saran aplikasi nih bro aman terpercaya,"['aplikasi', 'bagus', 'smoga', 'kedepan', 'nya', 'saran', 'aplikasi', 'nih', 'bro', 'aman', 'terpercaya']",aplikasi bagus smoga depan nya saran aplikasi nih bro aman percaya,positif,positif,positif
Pengguna Google,5,2024-05-31 09:12:12,Mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-05-31 07:26:51,"Aplikasi terpercaya, minimal withdraw-nya kecil & fee standar bank. Mantap makasih~",aplikasi terpercaya minimal withdrawnya kecil  fee standar bank mantap makasih,aplikasi terpercaya minimal withdrawnya fee standar bank mantap makasih,"['aplikasi', 'terpercaya', 'minimal', 'withdrawnya', 'fee', 'standar', 'bank', 'mantap', 'makasih']",aplikasi percaya minimal withdrawnya fee standar bank mantap makasih,positif,positif,positif
Pengguna Google,4,2024-05-31 06:57:39,aplikasinya mudah dipahami dan membantu,aplikasinya mudah dipahami dan membantu,aplikasinya mudah dipahami membantu,"['aplikasinya', 'mudah', 'dipahami', 'membantu']",aplikasi mudah paham bantu,positif,positif,positif
Pengguna Google,5,2024-05-30 17:05:26,tampilan menarik dan mudah untuk di mengerti untuk pemula,tampilan menarik dan mudah untuk di mengerti untuk pemula,tampilan menarik mudah mengerti pemula,"['tampilan', 'menarik', 'mudah', 'mengerti', 'pemula']",tampil tarik mudah erti mula,positif,positif,positif
Pengguna Google,4,2024-05-30 15:34:25,Setiap transaksi badar selalu lebih cuan dripda player,setiap transaksi badar selalu lebih cuan dripda player,transaksi badar cuan dripda player,"['transaksi', 'badar', 'cuan', 'dripda', 'player']",transaksi badar cuan dripda player,positif,positif,positif
Pengguna Google,5,2024-05-30 14:04:31,ok lah,ok lah,ok,['ok'],ok,positif,positif,positif
Pengguna Google,5,2024-05-30 11:26:55,good,good,good,['good'],good,positif,positif,positif
Pengguna Google,5,2024-05-29 08:27:59,bagus,bagus,bagus,['bagus'],bagus,positif,positif,positif
Pengguna Google,5,2024-05-28 16:34:23,semoga di reku bisa smua pencairan crypto yg gue jalani 🤲🤲🤲,semoga di reku bisa smua pencairan crypto yg gue jalani ,semoga reku smua pencairan crypto yg gue jalani,"['semoga', 'reku', 'smua', 'pencairan', 'crypto', 'yg', 'gue', 'jalani']",moga reku smua cair crypto yg gue jalan,positif,positif,positif
Pengguna Google,5,2024-05-28 15:33:26,Aplikasi yg sangat bagus,aplikasi yg sangat bagus,aplikasi yg bagus,"['aplikasi', 'yg', 'bagus']",aplikasi yg bagus,positif,positif,positif
Pengguna Google,5,2024-05-28 08:31:19,Tolong dari pihak Reku untuk melisting platform candel stick Profesional agar kami para traider tidak berpindah ke APK lain.. thanks,tolong dari pihak reku untuk melisting platform candel stick profesional agar kami para traider tidak berpindah ke apk lain thanks,tolong reku melisting platform candel stick profesional traider berpindah apk thanks,"['tolong', 'reku', 'melisting', 'platform', 'candel', 'stick', 'profesional', 'traider', 'berpindah', 'apk', 'thanks']",tolong reku melisting platform candel stick profesional traider pindah apk thanks,positif,positif,positif
Pengguna Google,5,2024-05-27 13:59:35,"𝘔𝘢𝘴𝘶𝘬𝘢𝘯 𝘬𝘰𝘥𝘦 𝘙𝘦𝘧𝘦𝘳𝘳𝘢𝘭 "" @santrikece "" 𝘶𝘯𝘵𝘶𝘬 𝘮𝘦𝘯𝘥𝘢𝘱𝘢𝘵𝘬𝘢𝘯 20.000 𝘱𝘦𝘳𝘵𝘢𝘮𝘢 🤩",        20000  ,20000,['20000'],20000,positif,positif,positif
Pengguna Google,5,2024-05-27 11:03:26,"Aplikasi yg lumayan bagus,",aplikasi yg lumayan bagus,aplikasi yg lumayan bagus,"['aplikasi', 'yg', 'lumayan', 'bagus']",aplikasi yg lumayan bagus,positif,positif,positif
Pengguna Google,5,2024-05-27 02:00:29,apl yang benar benar membantu pertukaran mata uang crypto anda,apl yang benar benar membantu pertukaran mata uang crypto anda,apl membantu pertukaran mata uang crypto,"['apl', 'membantu', 'pertukaran', 'mata', 'uang', 'crypto']",apl bantu tukar mata uang crypto,positif,positif,positif
Pengguna Google,5,2024-05-26 17:36:36,Mantap apkasinya bisa investasi mulai dari 5000,mantap apkasinya bisa investasi mulai dari 5000,mantap apkasinya investasi 5000,"['mantap', 'apkasinya', 'investasi', '5000']",mantap apkasinya investasi 5000,positif,positif,positif
Pengguna Google,5,2024-05-26 14:22:24,minimum deposit dan investasi 10rb rupiah biar makin banyak pemula yang mencoba investasi di reku.Fitur komplit...ada portfolio berisikan rangkuman aset dan list koin yg kita investasikan lengkap denga laba atau rugi yang kita peroleh .keereen fitur unggulan reku makin maju kedepannya...makin jaya.,minimum deposit dan investasi 10rb rupiah biar makin banyak pemula yang mencoba investasi di rekufitur komplitada portfolio berisikan rangkuman aset dan list koin yg kita investasikan lengkap denga laba atau rugi yang kita peroleh keereen fitur unggulan reku makin maju kedepannyamakin jaya,minimum deposit investasi 10rb rupiah biar pemula mencoba investasi rekufitur komplitada portfolio berisikan rangkuman aset list koin yg investasikan lengkap denga laba rugi peroleh keereen fitur unggulan reku maju kedepannyamakin jaya,"['minimum', 'deposit', 'investasi', '10rb', 'rupiah', 'biar', 'pemula', 'mencoba', 'investasi', 'rekufitur', 'komplitada', 'portfolio', 'berisikan', 'rangkuman', 'aset', 'list', 'koin', 'yg', 'investasikan', 'lengkap', 'denga', 'laba', 'rugi', 'peroleh', 'keereen', 'fitur', 'unggulan', 'reku', 'maju', 'kedepannyamakin', 'jaya']",minimum deposit investasi 10rb rupiah biar mula coba investasi rekufitur komplitada portfolio risi rangkum aset list koin yg investasi lengkap denga laba rugi oleh keereen fitur unggul reku maju kedepannyamakin jaya,positif,positif,positif
Pengguna Google,5,2024-05-26 09:29:10,good,good,good,['good'],good,positif,positif,positif
Pengguna Google,5,2024-05-25 14:59:21,Ok,ok,ok,['ok'],ok,positif,positif,positif
Pengguna Google,5,2024-05-25 09:57:43,"Aplikasinya kok jadi berat ya bbrp waktu terakhir ini, masuk minta pin agak lambat responya",aplikasinya kok jadi berat ya bbrp waktu terakhir ini masuk minta pin agak lambat responya,aplikasinya berat ya bbrp masuk pin lambat responya,"['aplikasinya', 'berat', 'ya', 'bbrp', 'masuk', 'pin', 'lambat', 'responya']",aplikasi berat ya bbrp masuk pin lambat responya,positif,positif,positif
Pengguna Google,5,2024-05-25 09:00:24,Mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
Pengguna Google,5,2024-05-24 23:51:08,good very good,good very good,good very good,"['good', 'very', 'good']",good very good,positif,positif,positif
Pengguna Google,5,2024-05-24 23:03:59,Min perbanyak koin meme nya dong,min perbanyak koin meme nya dong,min perbanyak koin meme nya,"['min', 'perbanyak', 'koin', 'meme', 'nya']",min banyak koin meme nya,positif,positif,positif
Pengguna Google,5,2024-05-22 15:46:40,"Bagus sih tapi Fee nya ga notak cuy, sialan nih gw suka bgt ama apk nya. bisa pake virtual acount wd nya",bagus sih tapi fee nya ga notak cuy sialan nih gw suka bgt ama apk nya bisa pake virtual acount wd nya,bagus sih fee nya ga notak cuy sialan nih gw suka bgt ama apk nya pake virtual acount wd nya,"['bagus', 'sih', 'fee', 'nya', 'ga', 'notak', 'cuy', 'sialan', 'nih', 'gw', 'suka', 'bgt', 'ama', 'apk', 'nya', 'pake', 'virtual', 'acount', 'wd', 'nya']",bagus sih fee nya ga notak cuy sial nih gw suka bgt ama apk nya pake virtual acount wd nya,positif,positif,positif
Pengguna Google,5,2024-05-22 15:05:49,mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif
