userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label
Pengguna Google,5,2024-12-31 19:04:41,Aplikasi yang sangat mudah di pahami dan sangat cocok bagi pemula seperti saya,aplikasi yang sangat mudah di pahami dan sangat cocok bagi pemula seperti saya,aplikasi mudah pahami cocok pemula,"['aplikasi', 'mudah', 'pahami', 'cocok', 'pemula']",aplikasi mudah paham cocok mula,positif
Pengguna Google,5,2024-12-31 18:37:45,good,good,good,['good'],good,positif
Pengguna Google,5,2024-12-30 23:29:19,bagus,bagus,bagus,['bagus'],bagus,positif
Pengguna Google,4,2024-12-30 18:27:50,coba dulu y min,coba dulu y min,coba y min,"['coba', 'y', 'min']",coba y min,positif
Pengguna Google,5,2024-12-30 18:17:14,mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-30 08:34:32,Alhamdulillah dari awal buka reku sampai saat ini ga ada kendala ga pake ribet sat set beres,alhamdulillah dari awal buka reku sampai saat ini ga ada kendala ga pake ribet sat set beres,alhamdulillah buka reku ga kendala ga pake ribet sat set beres,"['alhamdulillah', 'buka', 'reku', 'ga', 'kendala', 'ga', 'pake', 'ribet', 'sat', 'set', 'beres']",alhamdulillah buka reku ga kendala ga pake ribet sat set beres,positif
Pengguna Google,4,2024-12-30 06:50:08,"network address nya gk lengkap , kdng cuma ada tron doang , bep20 dan lainya kgk ada",network address nya gk lengkap  kdng cuma ada tron doang  bep20 dan lainya kgk ada,network address nya gk lengkap kdng tron doang bep20 lainya kgk,"['network', 'address', 'nya', 'gk', 'lengkap', 'kdng', 'tron', 'doang', 'bep20', 'lainya', 'kgk']",network address nya gk lengkap kdng tron doang bep20 lai kgk,positif
Pengguna Google,5,2024-12-29 20:49:52,Terima kasih ya Reku engkau baik deh.😘,terima kasih ya reku engkau baik deh,terima kasih ya reku engkau deh,"['terima', 'kasih', 'ya', 'reku', 'engkau', 'deh']",terima kasih ya reku engkau deh,positif
Pengguna Google,5,2024-12-29 16:12:55,Semoga Amanah,semoga amanah,semoga amanah,"['semoga', 'amanah']",moga amanah,positif
Pengguna Google,5,2024-12-29 15:01:07,percaya reku,percaya reku,percaya reku,"['percaya', 'reku']",percaya reku,positif
Pengguna Google,4,2024-12-28 18:17:50,baik,baik,,[],,positif
Pengguna Google,5,2024-12-28 00:15:48,Reku nya semakin bagus dan bisa pilih mana saham mana bitkoin semakin bagus tapi yang kurang cuma gaada emas sama reksadana ademin reku tampahin doang saham emas ademin reku,reku nya semakin bagus dan bisa pilih mana saham mana bitkoin semakin bagus tapi yang kurang cuma gaada emas sama reksadana ademin reku tampahin doang saham emas ademin reku,reku nya bagus pilih saham bitkoin bagus gaada emas reksadana ademin reku tampahin doang saham emas ademin reku,"['reku', 'nya', 'bagus', 'pilih', 'saham', 'bitkoin', 'bagus', 'gaada', 'emas', 'reksadana', 'ademin', 'reku', 'tampahin', 'doang', 'saham', 'emas', 'ademin', 'reku']",reku nya bagus pilih saham bitkoin bagus gaada emas reksadana ademin reku tampahin doang saham emas ademin reku,positif
Pengguna Google,5,2024-12-27 19:45:22,Please add future fitur,please add future fitur,please add future fitur,"['please', 'add', 'future', 'fitur']",please add future fitur,positif
Pengguna Google,1,2024-12-27 19:42:38,"saran aja min, untuk menu kirim coin jika belum melengkapi alamat sama tag nya mohon agar jangan di lanjutkan ke halaman berikut nya, duit saya hangus gara² saya pikir udah masukin tag karna bisa lanjut ke halaman pengiriman 🥲",saran aja min untuk menu kirim coin jika belum melengkapi alamat sama tag nya mohon agar jangan di lanjutkan ke halaman berikut nya duit saya hangus gara saya pikir udah masukin tag karna bisa lanjut ke halaman pengiriman ,saran aja min menu kirim coin melengkapi alamat tag nya mohon lanjutkan halaman nya duit hangus gara pikir udah masukin tag karna halaman pengiriman,"['saran', 'aja', 'min', 'menu', 'kirim', 'coin', 'melengkapi', 'alamat', 'tag', 'nya', 'mohon', 'lanjutkan', 'halaman', 'nya', 'duit', 'hangus', 'gara', 'pikir', 'udah', 'masukin', 'tag', 'karna', 'halaman', 'pengiriman']",saran aja min menu kirim coin lengkap alamat tag nya mohon lanjut halaman nya duit hangus gara pikir udah masukin tag karna halaman kirim,negatif
Pengguna Google,5,2024-12-27 14:54:04,tolong wallet pakai nomor wa jangan SMS,tolong wallet pakai nomor wa jangan sms,tolong wallet pakai nomor wa sms,"['tolong', 'wallet', 'pakai', 'nomor', 'wa', 'sms']",tolong wallet pakai nomor wa sms,positif
Pengguna Google,1,2024-12-27 03:59:11,"Sering telat dalam pemgiriman, sedangkan pihak broker hanya memberikan waktu 30-60 menit saja Alhasil client jadi ribet pusing sendiri ngurus refund ke pihak penerima Parah sih",sering telat dalam pemgiriman sedangkan pihak broker hanya memberikan waktu 3060 menit saja alhasil client jadi ribet pusing sendiri ngurus refund ke pihak penerima parah sih,telat pemgiriman broker 3060 menit alhasil client ribet pusing ngurus refund penerima parah sih,"['telat', 'pemgiriman', 'broker', '3060', 'menit', 'alhasil', 'client', 'ribet', 'pusing', 'ngurus', 'refund', 'penerima', 'parah', 'sih']",telat pemgiriman broker 3060 menit alhasil client ribet pusing ngurus refund terima parah sih,negatif
Pengguna Google,5,2024-12-26 23:01:30,Aplikasi invest kripto yg bagus dan aman..terpercaya,aplikasi invest kripto yg bagus dan amanterpercaya,aplikasi invest kripto yg bagus amanterpercaya,"['aplikasi', 'invest', 'kripto', 'yg', 'bagus', 'amanterpercaya']",aplikasi invest kripto yg bagus amanterpercaya,positif
Pengguna Google,5,2024-12-26 21:27:36,Aplikasi trading jual beli cripto dan saham dengan transaksi paling cepet ..widraw bisa via ewallet ga pakai lama .. betah disini . Ada analisa dan paling penting notifikasi harga .. Semoga Reku menjadi pemimpin aplikator trading .,aplikasi trading jual beli cripto dan saham dengan transaksi paling cepet widraw bisa via ewallet ga pakai lama  betah disini  ada analisa dan paling penting notifikasi harga  semoga reku menjadi pemimpin aplikator trading ,aplikasi trading jual beli cripto saham transaksi cepet widraw via ewallet ga pakai betah analisa notifikasi harga semoga reku pemimpin aplikator trading,"['aplikasi', 'trading', 'jual', 'beli', 'cripto', 'saham', 'transaksi', 'cepet', 'widraw', 'via', 'ewallet', 'ga', 'pakai', 'betah', 'analisa', 'notifikasi', 'harga', 'semoga', 'reku', 'pemimpin', 'aplikator', 'trading']",aplikasi trading jual beli cripto saham transaksi cepet widraw via ewallet ga pakai betah analisa notifikasi harga moga reku pimpin aplikator trading,positif
Pengguna Google,5,2024-12-26 20:45:23,"Aplikasi no ribet mudah di pahami dan sangat transparan harga terjangkau untuk mebeli sebuh coin dan potonganya tdk lebay masih wajar untuk pemula seperti saya dan wd depo btc,dan alt coinya mau widraw sangat cepat dan deposti cepat pokoknya the best ga ribet TERUTAMA saya sangat suka fitur holding crypto disitu kita bisa memantau untung dan rugi kita biar ga salah Dan untuk saham AS setiap kita mau beli tertera statistik kunci itu sangat mbntu agar tdk salah beli Terimakasih REKU",aplikasi no ribet mudah di pahami dan sangat transparan harga terjangkau untuk mebeli sebuh coin dan potonganya tdk lebay masih wajar untuk pemula seperti saya dan wd depo btcdan alt coinya mau widraw sangat cepat dan deposti cepat pokoknya the best ga ribet terutama saya sangat suka fitur holding crypto disitu kita bisa memantau untung dan rugi kita biar ga salah dan untuk saham as setiap kita mau beli tertera statistik kunci itu sangat mbntu agar tdk salah beli terimakasih reku,aplikasi no ribet mudah pahami transparan harga terjangkau mebeli sebuh coin potonganya tdk lebay wajar pemula wd depo btcdan alt coinya widraw cepat deposti cepat pokoknya the best ga ribet suka fitur holding crypto disitu memantau untung rugi biar ga salah saham as beli tertera statistik kunci mbntu tdk salah beli terimakasih reku,"['aplikasi', 'no', 'ribet', 'mudah', 'pahami', 'transparan', 'harga', 'terjangkau', 'mebeli', 'sebuh', 'coin', 'potonganya', 'tdk', 'lebay', 'wajar', 'pemula', 'wd', 'depo', 'btcdan', 'alt', 'coinya', 'widraw', 'cepat', 'deposti', 'cepat', 'pokoknya', 'the', 'best', 'ga', 'ribet', 'suka', 'fitur', 'holding', 'crypto', 'disitu', 'memantau', 'untung', 'rugi', 'biar', 'ga', 'salah', 'saham', 'as', 'beli', 'tertera', 'statistik', 'kunci', 'mbntu', 'tdk', 'salah', 'beli', 'terimakasih', 'reku']",aplikasi no ribet mudah paham transparan harga jangkau mebel sebuh coin potonganya tdk lebay wajar mula wd depo btcdan alt coinya widraw cepat deposti cepat pokok the best ga ribet suka fitur holding crypto situ pantau untung rugi biar ga salah saham as beli tera statistik kunci mbntu tdk salah beli terimakasih reku,positif
Pengguna Google,5,2024-12-26 20:31:24,"Eksekusi Transaksi cepat, Saat jual atau beli crypto bisa cek dengan nomimal yang kita ketik dapat berapa coin. Ada juga menu untuk pantau G/L portofolio, baik harian, bulanan, atau tahunan. Tinggal ditambahkan fitur limit order pada crypto, aplikasi Reku mendekati sempurna, 👍🏾",eksekusi transaksi cepat saat jual atau beli crypto bisa cek dengan nomimal yang kita ketik dapat berapa coin ada juga menu untuk pantau gl portofolio baik harian bulanan atau tahunan tinggal ditambahkan fitur limit order pada crypto aplikasi reku mendekati sempurna ,eksekusi transaksi cepat jual beli crypto cek nomimal ketik coin menu pantau gl portofolio harian bulanan tahunan tinggal fitur limit order crypto aplikasi reku mendekati sempurna,"['eksekusi', 'transaksi', 'cepat', 'jual', 'beli', 'crypto', 'cek', 'nomimal', 'ketik', 'coin', 'menu', 'pantau', 'gl', 'portofolio', 'harian', 'bulanan', 'tahunan', 'tinggal', 'fitur', 'limit', 'order', 'crypto', 'aplikasi', 'reku', 'mendekati', 'sempurna']",eksekusi transaksi cepat jual beli crypto cek nomimal ketik coin menu pantau gl portofolio hari bulan tahun tinggal fitur limit order crypto aplikasi reku dekat sempurna,positif
Pengguna Google,5,2024-12-26 20:30:47,Reku aplikasi crypto yang rekomen lah mudah gampang di pahami transaksi cepat no ribet .buat pemula wajib di download reku .REKU BUKAN KALENG²,reku aplikasi crypto yang rekomen lah mudah gampang di pahami transaksi cepat no ribet buat pemula wajib di download reku reku bukan kaleng,reku aplikasi crypto rekomen mudah gampang pahami transaksi cepat no ribet pemula wajib download reku reku kaleng,"['reku', 'aplikasi', 'crypto', 'rekomen', 'mudah', 'gampang', 'pahami', 'transaksi', 'cepat', 'no', 'ribet', 'pemula', 'wajib', 'download', 'reku', 'reku', 'kaleng']",reku aplikasi crypto rekomen mudah gampang paham transaksi cepat no ribet mula wajib download reku reku kaleng,positif
Pengguna Google,5,2024-12-26 20:28:38,"Untuk apk reku sendiri sudah bagus tidak ribet cocok untuk pemula dan menjadi apk pertama kali saya beli kripto, saya melihat apk reku ratingnya yang lumayan tinggi, ""apakah emang sebagus itu apk reku?"" Itu yang saya pikirkan tapi setelah mencobanya ternyata benar memang reku apk yang bagus untuk jual beli krypto dan saham as banyak fitur-fitur yang ditawarkan, reku juga memberikan tugas yang bisa dikerjakan penggunanya dan bisa mendapatkan hadiah.",untuk apk reku sendiri sudah bagus tidak ribet cocok untuk pemula dan menjadi apk pertama kali saya beli kripto saya melihat apk reku ratingnya yang lumayan tinggi apakah emang sebagus itu apk reku itu yang saya pikirkan tapi setelah mencobanya ternyata benar memang reku apk yang bagus untuk jual beli krypto dan saham as banyak fiturfitur yang ditawarkan reku juga memberikan tugas yang bisa dikerjakan penggunanya dan bisa mendapatkan hadiah,apk reku bagus ribet cocok pemula apk kali beli kripto apk reku ratingnya lumayan emang sebagus apk reku pikirkan mencobanya reku apk bagus jual beli krypto saham as fiturfitur ditawarkan reku tugas penggunanya hadiah,"['apk', 'reku', 'bagus', 'ribet', 'cocok', 'pemula', 'apk', 'kali', 'beli', 'kripto', 'apk', 'reku', 'ratingnya', 'lumayan', 'emang', 'sebagus', 'apk', 'reku', 'pikirkan', 'mencobanya', 'reku', 'apk', 'bagus', 'jual', 'beli', 'krypto', 'saham', 'as', 'fiturfitur', 'ditawarkan', 'reku', 'tugas', 'penggunanya', 'hadiah']",apk reku bagus ribet cocok mula apk kali beli kripto apk reku ratingnya lumayan emang bagus apk reku pikir coba reku apk bagus jual beli krypto saham as fiturfitur tawar reku tugas guna hadiah,positif
Pengguna Google,5,2024-12-26 20:27:26,Fiturnya lengkap mudah dan gampang buat pemula mengenal crypto teruslah berkarya rekeningku biar kami yang awam agar mudah menggunakan aplikasinya sukses selalu,fiturnya lengkap mudah dan gampang buat pemula mengenal crypto teruslah berkarya rekeningku biar kami yang awam agar mudah menggunakan aplikasinya sukses selalu,fiturnya lengkap mudah gampang pemula mengenal crypto teruslah berkarya rekeningku biar awam mudah aplikasinya sukses,"['fiturnya', 'lengkap', 'mudah', 'gampang', 'pemula', 'mengenal', 'crypto', 'teruslah', 'berkarya', 'rekeningku', 'biar', 'awam', 'mudah', 'aplikasinya', 'sukses']",fiturnya lengkap mudah gampang mula kenal crypto terus karya rekening biar awam mudah aplikasi sukses,positif
Pengguna Google,5,2024-12-26 20:27:03,"REKENINGKU insyaallah Sangat Bermanfaat Bagi Banyak Orang,......... Teruslah Berlaku Jujur, disiplin, Dan Transparan,... Reku is the best Exchanger 🙏🤝👍",rekeningku insyaallah sangat bermanfaat bagi banyak orang teruslah berlaku jujur disiplin dan transparan reku is the best exchanger ,rekeningku insyaallah bermanfaat orang teruslah berlaku jujur disiplin transparan reku is the best exchanger,"['rekeningku', 'insyaallah', 'bermanfaat', 'orang', 'teruslah', 'berlaku', 'jujur', 'disiplin', 'transparan', 'reku', 'is', 'the', 'best', 'exchanger']",rekening insyaallah manfaat orang terus laku jujur disiplin transparan reku is the best exchanger,positif
Pengguna Google,5,2024-12-26 20:25:05,"Reku adalah apk crypto terbaik yg pernah saya coba. Tampilannya simpel fiturnya lengkap, dan proses transaksinya cepat. Cocok buat pemula maupun yg sudah pengalaman, keamanan jg terjamin jadi aman untuk inves jangka panjang. Kalo untuk minusnya cuma 1,agak ribet jika ingin mengetahui profit suatu portofolio yg harus buka layer to layer, kedepannya semoga lebih berkembang dan lebih maju lagi apk nya .",reku adalah apk crypto terbaik yg pernah saya coba tampilannya simpel fiturnya lengkap dan proses transaksinya cepat cocok buat pemula maupun yg sudah pengalaman keamanan jg terjamin jadi aman untuk inves jangka panjang kalo untuk minusnya cuma 1agak ribet jika ingin mengetahui profit suatu portofolio yg harus buka layer to layer kedepannya semoga lebih berkembang dan lebih maju lagi apk nya ,reku apk crypto terbaik yg coba tampilannya simpel fiturnya lengkap proses transaksinya cepat cocok pemula yg pengalaman keamanan jg terjamin aman inves jangka kalo minusnya 1agak ribet profit portofolio yg buka layer to layer kedepannya semoga berkembang maju apk nya,"['reku', 'apk', 'crypto', 'terbaik', 'yg', 'coba', 'tampilannya', 'simpel', 'fiturnya', 'lengkap', 'proses', 'transaksinya', 'cepat', 'cocok', 'pemula', 'yg', 'pengalaman', 'keamanan', 'jg', 'terjamin', 'aman', 'inves', 'jangka', 'kalo', 'minusnya', '1agak', 'ribet', 'profit', 'portofolio', 'yg', 'buka', 'layer', 'to', 'layer', 'kedepannya', 'semoga', 'berkembang', 'maju', 'apk', 'nya']",reku apk crypto baik yg coba tampil simpel fiturnya lengkap proses transaksi cepat cocok mula yg alam aman jg jamin aman inves jangka kalo minus 1agak ribet profit portofolio yg buka layer to layer depan moga kembang maju apk nya,positif
Pengguna Google,5,2024-12-26 20:22:52,"Saya udah pakai reku dari tahun 2021, era itu masih namanya Rekeningku. Reku wallet pertama saya gunakan diawal mengenal crypto. Dulu fitur trading dan transaksi penarikan/deposit saya relevan untuk pemula dan orang awam. Sekarang banyak fitur menarik dan bagus, seperti pasar saham, quiz, dan update seputar infor crypto dan saham. Keamanan di Reku sangat terjamin karena di awasi OJK. Saya menerima pengalaman dan respon baik ketika bertransaksi di Reku. Ayo mari trading bersama di Reku.",saya udah pakai reku dari tahun 2021 era itu masih namanya rekeningku reku wallet pertama saya gunakan diawal mengenal crypto dulu fitur trading dan transaksi penarikandeposit saya relevan untuk pemula dan orang awam sekarang banyak fitur menarik dan bagus seperti pasar saham quiz dan update seputar infor crypto dan saham keamanan di reku sangat terjamin karena di awasi ojk saya menerima pengalaman dan respon baik ketika bertransaksi di reku ayo mari trading bersama di reku,udah pakai reku 2021 era namanya rekeningku reku wallet diawal mengenal crypto fitur trading transaksi penarikandeposit relevan pemula orang awam fitur menarik bagus pasar saham quiz update seputar infor crypto saham keamanan reku terjamin awasi ojk menerima pengalaman respon bertransaksi reku ayo mari trading reku,"['udah', 'pakai', 'reku', '2021', 'era', 'namanya', 'rekeningku', 'reku', 'wallet', 'diawal', 'mengenal', 'crypto', 'fitur', 'trading', 'transaksi', 'penarikandeposit', 'relevan', 'pemula', 'orang', 'awam', 'fitur', 'menarik', 'bagus', 'pasar', 'saham', 'quiz', 'update', 'seputar', 'infor', 'crypto', 'saham', 'keamanan', 'reku', 'terjamin', 'awasi', 'ojk', 'menerima', 'pengalaman', 'respon', 'bertransaksi', 'reku', 'ayo', 'mari', 'trading', 'reku']",udah pakai reku 2021 era nama rekening reku wallet awal kenal crypto fitur trading transaksi penarikandeposit relevan mula orang awam fitur tarik bagus pasar saham quiz update putar infor crypto saham aman reku jamin awas ojk terima alam respon transaksi reku ayo mari trading reku,positif
Pengguna Google,5,2024-12-26 20:12:06,"Aplikasi exchange cripto dan saham yang sangat bagus, lengkap, update,dan bikin Cuan ... Emang mantap Reku",aplikasi exchange cripto dan saham yang sangat bagus lengkap updatedan bikin cuan  emang mantap reku,aplikasi exchange cripto saham bagus lengkap updatedan bikin cuan emang mantap reku,"['aplikasi', 'exchange', 'cripto', 'saham', 'bagus', 'lengkap', 'updatedan', 'bikin', 'cuan', 'emang', 'mantap', 'reku']",aplikasi exchange cripto saham bagus lengkap updatedan bikin cuan emang mantap reku,positif
Pengguna Google,5,2024-12-26 20:11:07,Semoga tetap jaya selalu dan sukses bersama reku. Salam investasi,semoga tetap jaya selalu dan sukses bersama reku salam investasi,semoga jaya sukses reku salam investasi,"['semoga', 'jaya', 'sukses', 'reku', 'salam', 'investasi']",moga jaya sukses reku salam investasi,positif
Pengguna Google,5,2024-12-26 20:07:29,Mantap untuk aplikasinya cuman ad beberapa seperti koin baru keluar di aplikasi reku ketika sudah beberapa hari atau harga sudah up. Mohon di jadikan masukan siapa tau kedepan coin baru keluar trus di aplikasi reku juga bisa langsung ad coin. Trimakasi,mantap untuk aplikasinya cuman ad beberapa seperti koin baru keluar di aplikasi reku ketika sudah beberapa hari atau harga sudah up mohon di jadikan masukan siapa tau kedepan coin baru keluar trus di aplikasi reku juga bisa langsung ad coin trimakasi,mantap aplikasinya cuman ad koin aplikasi reku harga up mohon jadikan masukan tau kedepan coin trus aplikasi reku langsung ad coin trimakasi,"['mantap', 'aplikasinya', 'cuman', 'ad', 'koin', 'aplikasi', 'reku', 'harga', 'up', 'mohon', 'jadikan', 'masukan', 'tau', 'kedepan', 'coin', 'trus', 'aplikasi', 'reku', 'langsung', 'ad', 'coin', 'trimakasi']",mantap aplikasi cuman ad koin aplikasi reku harga up mohon jadi masuk tau depan coin trus aplikasi reku langsung ad coin trimakasi,positif
Pengguna Google,5,2024-12-26 20:07:16,Fitur kesukaan d aplikasi tetep sih Pending order dan alarm harga.. Iya karena itu salah satu fiture yang selalu tak pakai dalam strategi treding saya.. Agar dapat harga yang terbaik dan di jual dengan harga yang terbaik... Kuis harian juga menarik.. Buat mengasah sekil analisa.. Mengenai harga kedepanya... Mantap,fitur kesukaan d aplikasi tetep sih pending order dan alarm harga iya karena itu salah satu fiture yang selalu tak pakai dalam strategi treding saya agar dapat harga yang terbaik dan di jual dengan harga yang terbaik kuis harian juga menarik buat mengasah sekil analisa mengenai harga kedepanya mantap,fitur kesukaan d aplikasi tetep sih pending order alarm harga iya salah fiture pakai strategi treding harga terbaik jual harga terbaik kuis harian menarik mengasah sekil analisa harga kedepanya mantap,"['fitur', 'kesukaan', 'd', 'aplikasi', 'tetep', 'sih', 'pending', 'order', 'alarm', 'harga', 'iya', 'salah', 'fiture', 'pakai', 'strategi', 'treding', 'harga', 'terbaik', 'jual', 'harga', 'terbaik', 'kuis', 'harian', 'menarik', 'mengasah', 'sekil', 'analisa', 'harga', 'kedepanya', 'mantap']",fitur suka d aplikasi tetep sih pending order alarm harga iya salah fiture pakai strategi treding harga baik jual harga baik kuis hari tarik asah sekil analisa harga depa mantap,positif
Pengguna Google,5,2024-12-26 20:05:48,good,good,good,['good'],good,positif
Pengguna Google,5,2024-12-26 20:03:48,lumayan itungan buat investasinya,lumayan itungan buat investasinya,lumayan itungan investasinya,"['lumayan', 'itungan', 'investasinya']",lumayan itungan investasi,positif
Pengguna Google,4,2024-12-26 15:29:12,baru nyoba semuga Hasil maksud,baru nyoba semuga hasil maksud,nyoba semuga hasil maksud,"['nyoba', 'semuga', 'hasil', 'maksud']",nyoba semuga hasil maksud,positif
Pengguna Google,5,2024-12-26 04:48:49,❤️👍,,,[],,positif
Pengguna Google,5,2024-12-25 18:26:28,"Bos cpu chain coin lagi naik bos kalo nuker ke idr bos,kalo tiap hari da penukaran sama2 untung oh bos",bos cpu chain coin lagi naik bos kalo nuker ke idr boskalo tiap hari da penukaran sama2 untung oh bos,bos cpu chain coin bos kalo nuker idr boskalo da penukaran sama2 untung oh bos,"['bos', 'cpu', 'chain', 'coin', 'bos', 'kalo', 'nuker', 'idr', 'boskalo', 'da', 'penukaran', 'sama2', 'untung', 'oh', 'bos']",bos cpu chain coin bos kalo nuker idr boskalo da tukar sama2 untung oh bos,positif
Pengguna Google,5,2024-12-24 23:24:21,👍,,,[],,positif
Pengguna Google,4,2024-12-24 17:25:24,mencoba coba,mencoba coba,mencoba coba,"['mencoba', 'coba']",coba coba,positif
Pengguna Google,5,2024-12-24 16:20:34,Exchangge no ribet2,exchangge no ribet2,exchangge no ribet2,"['exchangge', 'no', 'ribet2']",exchangge no ribet2,positif
Pengguna Google,5,2024-12-24 16:09:30,Mantap,mantap,mantap,['mantap'],mantap,positif
Pengguna Google,5,2024-12-24 10:27:13,"Saya baru memulai investasi di crypto dan saya bingung cari apk yg bagus dan cepat untuk transaksi, setelah saya cari² saya ketemu sama apk reku ini dan ternyata bagus banget untuk pemula dan cepet lagi transaksi nya, recommended banget apk yang satu ini",saya baru memulai investasi di crypto dan saya bingung cari apk yg bagus dan cepat untuk transaksi setelah saya cari saya ketemu sama apk reku ini dan ternyata bagus banget untuk pemula dan cepet lagi transaksi nya recommended banget apk yang satu ini,investasi crypto bingung cari apk yg bagus cepat transaksi cari ketemu apk reku bagus banget pemula cepet transaksi nya recommended banget apk,"['investasi', 'crypto', 'bingung', 'cari', 'apk', 'yg', 'bagus', 'cepat', 'transaksi', 'cari', 'ketemu', 'apk', 'reku', 'bagus', 'banget', 'pemula', 'cepet', 'transaksi', 'nya', 'recommended', 'banget', 'apk']",investasi crypto bingung cari apk yg bagus cepat transaksi cari ketemu apk reku bagus banget mula cepet transaksi nya recommended banget apk,positif
Pengguna Google,1,2024-12-24 05:01:54,Kalo bisa dimulai dari 50.000 mungkin bisa lebih banyak peminatnya.,kalo bisa dimulai dari 50000 mungkin bisa lebih banyak peminatnya,kalo 50000 peminatnya,"['kalo', '50000', 'peminatnya']",kalo 50000 minat,negatif
Pengguna Google,4,2024-12-24 01:03:23,Belum ada leverage dan web3,belum ada leverage dan web3,leverage web3,"['leverage', 'web3']",leverage web3,positif
Pengguna Google,5,2024-12-23 16:12:59,aplikasi yg sangat bagus dan membantu,aplikasi yg sangat bagus dan membantu,aplikasi yg bagus membantu,"['aplikasi', 'yg', 'bagus', 'membantu']",aplikasi yg bagus bantu,positif
Pengguna Google,2,2024-12-22 19:58:17,Cuma mau liat isi aja kudu di suruh kyc dulu hadeh,cuma mau liat isi aja kudu di suruh kyc dulu hadeh,liat isi aja kudu suruh kyc hadeh,"['liat', 'isi', 'aja', 'kudu', 'suruh', 'kyc', 'hadeh']",liat isi aja kudu suruh kyc hadeh,negatif
Pengguna Google,1,2024-12-22 14:44:17,"Coin di reku semua bagus, cuma sayangnya reku respon waletnya lambat, huh",coin di reku semua bagus cuma sayangnya reku respon waletnya lambat huh,coin reku bagus sayangnya reku respon waletnya lambat huh,"['coin', 'reku', 'bagus', 'sayangnya', 'reku', 'respon', 'waletnya', 'lambat', 'huh']",coin reku bagus sayang reku respon walet lambat huh,negatif
Pengguna Google,5,2024-12-22 09:17:21,"Transaksi di Reku aman,cepat dan terpercaya. Bagus bgt deh pokoknya",transaksi di reku amancepat dan terpercaya bagus bgt deh pokoknya,transaksi reku amancepat terpercaya bagus bgt deh pokoknya,"['transaksi', 'reku', 'amancepat', 'terpercaya', 'bagus', 'bgt', 'deh', 'pokoknya']",transaksi reku amancepat percaya bagus bgt deh pokok,positif
Pengguna Google,5,2024-12-22 08:39:10,"Sya mau trading mon kenapa tidak bisa ya, tolong dong di perbaiki",sya mau trading mon kenapa tidak bisa ya tolong dong di perbaiki,sya trading mon ya tolong perbaiki,"['sya', 'trading', 'mon', 'ya', 'tolong', 'perbaiki']",sya trading mon ya tolong baik,positif
Pengguna Google,5,2024-12-22 07:10:00,Recomended,recomended,recomended,['recomended'],recomended,positif
Pengguna Google,5,2024-12-21 21:35:09,ok,ok,ok,['ok'],ok,positif
Pengguna Google,1,2024-12-21 05:16:41,"ini reku gimana sii, kok saya login ga bisa",ini reku gimana sii kok saya login ga bisa,reku gimana sii login ga,"['reku', 'gimana', 'sii', 'login', 'ga']",reku gimana sii login ga,negatif
Pengguna Google,5,2024-12-20 19:31:34,"Sejauh ini aplikasi MIFX lancar digunakan, pakai kode ini ketika dftar ♡ barokah ♡ tampilan UI nya bagus, simpel, sangat mudah di gunakan dan di pahami. Terus tingkatkan pelayananya, penarikan jg sangat cepat, untuk pemula belajar investasi sekaligus belajar financial dalam 1 paket, aplikasi mudah di pahami dan mudah banget di pahami pemakaiannya, recomended banget buat pemula",sejauh ini aplikasi mifx lancar digunakan pakai kode ini ketika dftar  barokah  tampilan ui nya bagus simpel sangat mudah di gunakan dan di pahami terus tingkatkan pelayananya penarikan jg sangat cepat untuk pemula belajar investasi sekaligus belajar financial dalam 1 paket aplikasi mudah di pahami dan mudah banget di pahami pemakaiannya recomended banget buat pemula,aplikasi mifx lancar pakai kode dftar barokah tampilan ui nya bagus simpel mudah pahami tingkatkan pelayananya penarikan jg cepat pemula belajar investasi belajar financial 1 paket aplikasi mudah pahami mudah banget pahami pemakaiannya recomended banget pemula,"['aplikasi', 'mifx', 'lancar', 'pakai', 'kode', 'dftar', 'barokah', 'tampilan', 'ui', 'nya', 'bagus', 'simpel', 'mudah', 'pahami', 'tingkatkan', 'pelayananya', 'penarikan', 'jg', 'cepat', 'pemula', 'belajar', 'investasi', 'belajar', 'financial', '1', 'paket', 'aplikasi', 'mudah', 'pahami', 'mudah', 'banget', 'pahami', 'pemakaiannya', 'recomended', 'banget', 'pemula']",aplikasi mifx lancar pakai kode dftar barokah tampil ui nya bagus simpel mudah paham tingkat pelayananya tari jg cepat mula ajar investasi ajar financial 1 paket aplikasi mudah paham mudah banget paham pakai recomended banget mula,positif
Pengguna Google,4,2024-12-19 21:26:58,Aplikasi agak lemot Tapi oke. Ada 1 permintaan tolong tambahan Bank Lain untuk deposit seperti Seabank atau Bank Jago,aplikasi agak lemot tapi oke ada 1 permintaan tolong tambahan bank lain untuk deposit seperti seabank atau bank jago,aplikasi lemot oke 1 permintaan tolong tambahan bank deposit seabank bank jago,"['aplikasi', 'lemot', 'oke', '1', 'permintaan', 'tolong', 'tambahan', 'bank', 'deposit', 'seabank', 'bank', 'jago']",aplikasi lot oke 1 minta tolong tambah bank deposit seabank bank jago,positif
