userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label,Label NB,Label SVM,Label SVM Average
Pengguna Google,5,2024-08-04 03:49:35,Terimaksih sudah membantu dengan Baik,terimaksih sudah membantu dengan baik,terimaksih membantu,"['terimaksih', 'membantu']",terimaksih bantu,positif,positif,positif,positif
Pengguna Google,4,2024-08-03 23:11:27,"aplikasi nya sih bagus,cuma kalau bisa lowongan kerja yg sudah kadaluarsa tidak di posting kan lagi,kalau bisa cuma yang terbaru aja.trima kasih",aplikasi nya sih baguscuma kalau bisa lowongan kerja yg sudah kadaluarsa tidak di posting kan lagikalau bisa cuma yang terbaru ajatrima kasih,aplikasi nya sih baguscuma lowongan kerja yg kadaluarsa posting lagikalau terbaru ajatrima kasih,"['aplikasi', 'nya', 'sih', 'baguscuma', 'lowongan', 'kerja', 'yg', 'kadaluarsa', 'posting', 'lagikalau', 'terbaru', 'ajatrima', 'kasih']",aplikasi nya sih baguscuma lowong kerja yg kadaluarsa posting lagikalau baru ajatrima kasih,positif,negatif,positif,negatif
Pengguna Google,5,2024-08-03 15:54:39,PT. Tunas Mobilindo Praksa ( Marketing ) PT. Mandiri Tunas Finance ( Head SPV Ar) PT. Mayora Garut ( sales TO ) PT KB Finansia ( Head Col ),pt tunas mobilindo praksa  marketing  pt mandiri tunas finance  head spv ar pt mayora garut  sales to  pt kb finansia  head col ,pt tunas mobilindo praksa marketing pt mandiri tunas finance head spv ar pt mayora garut sales to pt kb finansia head col,"['pt', 'tunas', 'mobilindo', 'praksa', 'marketing', 'pt', 'mandiri', 'tunas', 'finance', 'head', 'spv', 'ar', 'pt', 'mayora', 'garut', 'sales', 'to', 'pt', 'kb', 'finansia', 'head', 'col']",pt tunas mobilindo praksa marketing pt mandiri tunas finance head spv ar pt mayora garut sales to pt kb finansia head col,positif,positif,positif,negatif
Pengguna Google,1,2024-08-03 15:40:21,"Uda nunggu tahunan ga di panggil panggil, bukannya mempermudah malah mempersulit pencari kerja",uda nunggu tahunan ga di panggil panggil bukannya mempermudah malah mempersulit pencari kerja,uda nunggu tahunan ga panggil panggil mempermudah mempersulit pencari kerja,"['uda', 'nunggu', 'tahunan', 'ga', 'panggil', 'panggil', 'mempermudah', 'mempersulit', 'pencari', 'kerja']",uda nunggu tahun ga panggil panggil mudah sulit cari kerja,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-08-02 16:50:38,Senior mechanic heavy duty,senior mechanic heavy duty,senior mechanic heavy duty,"['senior', 'mechanic', 'heavy', 'duty']",senior mechanic heavy duty,positif,positif,positif,negatif
Pengguna Google,5,2024-08-02 10:37:41,Siip,siip,siip,['siip'],siip,positif,positif,positif,negatif
Pengguna Google,5,2024-08-02 09:57:22,Selalu memposting lowongan kerja baru,selalu memposting lowongan kerja baru,memposting lowongan kerja,"['memposting', 'lowongan', 'kerja']",memposting lowong kerja,positif,positif,positif,positif
Pengguna Google,5,2024-08-02 08:30:43,"aplikasinya udah bagus tapi lowongan2nya dusta semua, gak pernah di panggil wawancara dari dulu, pemenang mh ttep org dalem yg bisa kerja",aplikasinya udah bagus tapi lowongan2nya dusta semua gak pernah di panggil wawancara dari dulu pemenang mh ttep org dalem yg bisa kerja,aplikasinya udah bagus lowongan2nya dusta gak panggil wawancara pemenang mh ttep org dalem yg kerja,"['aplikasinya', 'udah', 'bagus', 'lowongan2nya', 'dusta', 'gak', 'panggil', 'wawancara', 'pemenang', 'mh', 'ttep', 'org', 'dalem', 'yg', 'kerja']",aplikasi udah bagus lowongan2nya dusta gak panggil wawancara menang mh ttep org dalem yg kerja,positif,positif,positif,negatif
Pengguna Google,1,2024-08-02 08:26:26,LOKER FAKE,loker fake,loker fake,"['loker', 'fake']",loker fake,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-08-02 07:15:41,Ok,ok,ok,['ok'],ok,positif,positif,positif,positif
Pengguna Google,2,2024-08-02 05:10:57,many fake job vacancies?,many fake job vacancies,many fake job vacancies,"['many', 'fake', 'job', 'vacancies']",many fake job vacancies,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-08-01 21:17:50,"Saya pake apk ini. Ga da guna, panggilan ga da, penipuan loker banyak udh 3 bulan nganggur",saya pake apk ini ga da guna panggilan ga da penipuan loker banyak udh 3 bulan nganggur,pake apk ga da panggilan ga da penipuan loker udh 3 nganggur,"['pake', 'apk', 'ga', 'da', 'panggilan', 'ga', 'da', 'penipuan', 'loker', 'udh', '3', 'nganggur']",pake apk ga da panggil ga da tipu loker udh 3 nganggur,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-08-01 14:03:52,"Tolong di perbaiki lagi sistem nya, terutama lowongan yang sekiranya penipuan. Sangat banyak sekali, makanya bagi yg cari kerja jangan tergiur dengan gaji tinggi yg ditulis di jobstreet. Selain itu, jika ada panggilan interview lewat wa/email. Mohon dilihat dulu tempatnya, coba search lewat google atau fb. Jika sekiranya mencurigakan jangan datang. Apalagi jika di interview nya diminta uang terlebih dahulu.",tolong di perbaiki lagi sistem nya terutama lowongan yang sekiranya penipuan sangat banyak sekali makanya bagi yg cari kerja jangan tergiur dengan gaji tinggi yg ditulis di jobstreet selain itu jika ada panggilan interview lewat waemail mohon dilihat dulu tempatnya coba search lewat google atau fb jika sekiranya mencurigakan jangan datang apalagi jika di interview nya diminta uang terlebih dahulu,tolong perbaiki sistem nya lowongan penipuan yg cari kerja tergiur gaji yg ditulis jobstreet panggilan interview waemail mohon tempatnya coba search google fb mencurigakan interview nya uang,"['tolong', 'perbaiki', 'sistem', 'nya', 'lowongan', 'penipuan', 'yg', 'cari', 'kerja', 'tergiur', 'gaji', 'yg', 'ditulis', 'jobstreet', 'panggilan', 'interview', 'waemail', 'mohon', 'tempatnya', 'coba', 'search', 'google', 'fb', 'mencurigakan', 'interview', 'nya', 'uang']",tolong baik sistem nya lowong tipu yg cari kerja giur gaji yg tulis jobstreet panggil interview waemail mohon tempat coba search google fb curiga interview nya uang,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-31 21:52:05,"Ini maksudnya gimana, saya mau nyoba daftar kaga bisa suruh masuk ke akun jobstreet dulu. Udah masuk ke akun jobstreet tapi bagian profil kaga ada suruh masuk ke akun lagi. Tiap kali mau masuk selalu di arahin ke google crome. Sangat kecewa sama ini aplikasi",ini maksudnya gimana saya mau nyoba daftar kaga bisa suruh masuk ke akun jobstreet dulu udah masuk ke akun jobstreet tapi bagian profil kaga ada suruh masuk ke akun lagi tiap kali mau masuk selalu di arahin ke google crome sangat kecewa sama ini aplikasi,maksudnya gimana nyoba daftar kaga suruh masuk akun jobstreet udah masuk akun jobstreet profil kaga suruh masuk akun kali masuk arahin google crome kecewa aplikasi,"['maksudnya', 'gimana', 'nyoba', 'daftar', 'kaga', 'suruh', 'masuk', 'akun', 'jobstreet', 'udah', 'masuk', 'akun', 'jobstreet', 'profil', 'kaga', 'suruh', 'masuk', 'akun', 'kali', 'masuk', 'arahin', 'google', 'crome', 'kecewa', 'aplikasi']",maksud gimana nyoba daftar kaga suruh masuk akun jobstreet udah masuk akun jobstreet profil kaga suruh masuk akun kali masuk arahin google crome kecewa aplikasi,negatif,negatif,negatif,negatif
Pengguna Google,2,2024-07-31 18:10:03,Karna hp sya pernah ada problem saya uninstal apk jobstreet dan stelah saya instal ulang kenapa pas bgian mau daftar atau login selalu loading,karna hp sya pernah ada problem saya uninstal apk jobstreet dan stelah saya instal ulang kenapa pas bgian mau daftar atau login selalu loading,karna hp sya problem uninstal apk jobstreet stelah instal ulang pas bgian daftar login loading,"['karna', 'hp', 'sya', 'problem', 'uninstal', 'apk', 'jobstreet', 'stelah', 'instal', 'ulang', 'pas', 'bgian', 'daftar', 'login', 'loading']",karna hp sya problem uninstal apk jobstreet stelah instal ulang pas bgian daftar login loading,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-31 17:37:54,Cocok buat cari kerja,cocok buat cari kerja,cocok cari kerja,"['cocok', 'cari', 'kerja']",cocok cari kerja,positif,positif,positif,positif
Pengguna Google,5,2024-07-31 13:13:47,Good,good,good,['good'],good,positif,positif,positif,positif
Pengguna Google,1,2024-07-31 12:49:43,ADMIN DKV 3 RAYA ALFI,admin dkv 3 raya alfi,admin dkv 3 raya alfi,"['admin', 'dkv', '3', 'raya', 'alfi']",admin dkv 3 raya alf,negatif,negatif,negatif,positif
Pengguna Google,5,2024-07-31 12:22:35,"Lowongan kerjanya lengkap dan No Tipu tipu (Surabaya, East Java) Terimakasih Jobstreet",lowongan kerjanya lengkap dan no tipu tipu surabaya east java terimakasih jobstreet,lowongan kerjanya lengkap no tipu tipu surabaya east java terimakasih jobstreet,"['lowongan', 'kerjanya', 'lengkap', 'no', 'tipu', 'tipu', 'surabaya', 'east', 'java', 'terimakasih', 'jobstreet']",lowong kerja lengkap no tipu tipu surabaya east java terimakasih jobstreet,positif,positif,positif,negatif
Pengguna Google,4,2024-07-31 10:56:36,Mantap,mantap,mantap,['mantap'],mantap,positif,positif,positif,positif
Pengguna Google,5,2024-07-31 07:14:59,Kenapa ya kok Sy punya email tiba2 tdk trima lagi info dari jobstreet?,kenapa ya kok sy punya email tiba2 tdk trima lagi info dari jobstreet,ya sy email tiba2 tdk trima info jobstreet,"['ya', 'sy', 'email', 'tiba2', 'tdk', 'trima', 'info', 'jobstreet']",ya sy email tiba2 tdk trima info jobstreet,positif,negatif,positif,negatif
Pengguna Google,1,2024-07-31 02:36:38,Aplikasi tolol banyak penipuan nya,aplikasi tolol banyak penipuan nya,aplikasi tolol penipuan nya,"['aplikasi', 'tolol', 'penipuan', 'nya']",aplikasi tolol tipu nya,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-30 17:52:57,banyak loker bodong Interview di ruko,banyak loker bodong interview di ruko,loker bodong interview ruko,"['loker', 'bodong', 'interview', 'ruko']",loker bodong interview ruko,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-30 14:17:49,Kbnykan lowongan untuk staf keatas. Lowongan driver khusunya dumptruk ga ada diwilayah Sulawesi Tenggara dan tengah,kbnykan lowongan untuk staf keatas lowongan driver khusunya dumptruk ga ada diwilayah sulawesi tenggara dan tengah,kbnykan lowongan staf keatas lowongan driver khusunya dumptruk ga diwilayah sulawesi tenggara,"['kbnykan', 'lowongan', 'staf', 'keatas', 'lowongan', 'driver', 'khusunya', 'dumptruk', 'ga', 'diwilayah', 'sulawesi', 'tenggara']",kbnykan lowong staf atas lowong driver khusunya dumptruk ga wilayah sulawesi tenggara,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-30 13:39:52,"Sangat membantu, dalam pencarian pekerjaan dan menambah wawasan",sangat membantu dalam pencarian pekerjaan dan menambah wawasan,membantu pencarian pekerjaan menambah wawasan,"['membantu', 'pencarian', 'pekerjaan', 'menambah', 'wawasan']",bantu cari kerja tambah wawas,positif,positif,positif,positif
Pengguna Google,4,2024-07-30 10:52:26,"Tidak bisa dibuka, Apakah sedang ad perawatan sistem",tidak bisa dibuka apakah sedang ad perawatan sistem,dibuka ad perawatan sistem,"['dibuka', 'ad', 'perawatan', 'sistem']",buka ad awat sistem,positif,negatif,positif,negatif
Pengguna Google,2,2024-07-30 08:50:37,"Versi lama sama versi sekarang jauh lebih bagus versi yang lama, yg sekarang sering error belum lagi gabisa lihat jumlah pelamar, update perkembangan lamaran juga kadang ada kadang enggak tapi lebih sering gaada sampe lamaran expired, banyak perusahaan bodong dan bener kata mas yg dibawah kok saya jg jadi sering di telp sama penipu sampe harus ganti no telp, lamaran sering tdk ada perkembangan, berharap di platform ini hanya membuang waktu sepertinya saya berencana untuk pindah ke platform lain.",versi lama sama versi sekarang jauh lebih bagus versi yang lama yg sekarang sering error belum lagi gabisa lihat jumlah pelamar update perkembangan lamaran juga kadang ada kadang enggak tapi lebih sering gaada sampe lamaran expired banyak perusahaan bodong dan bener kata mas yg dibawah kok saya jg jadi sering di telp sama penipu sampe harus ganti no telp lamaran sering tdk ada perkembangan berharap di platform ini hanya membuang waktu sepertinya saya berencana untuk pindah ke platform lain,versi versi bagus versi yg error gabisa lihat pelamar update perkembangan lamaran kadang kadang gaada sampe lamaran expired perusahaan bodong bener mas yg dibawah jg telp penipu sampe ganti no telp lamaran tdk perkembangan berharap platform membuang berencana pindah platform,"['versi', 'versi', 'bagus', 'versi', 'yg', 'error', 'gabisa', 'lihat', 'pelamar', 'update', 'perkembangan', 'lamaran', 'kadang', 'kadang', 'gaada', 'sampe', 'lamaran', 'expired', 'perusahaan', 'bodong', 'bener', 'mas', 'yg', 'dibawah', 'jg', 'telp', 'penipu', 'sampe', 'ganti', 'no', 'telp', 'lamaran', 'tdk', 'perkembangan', 'berharap', 'platform', 'membuang', 'berencana', 'pindah', 'platform']",versi versi bagus versi yg error gabisa lihat lamar update kembang lamar kadang kadang gaada sampe lamar expired usaha bodong bener mas yg bawah jg telp tipu sampe ganti no telp lamar tdk kembang harap platform buang rencana pindah platform,negatif,negatif,negatif,negatif
Pengguna Google,2,2024-07-29 20:42:56,"Sebetulnya sangat bagus aplikasi ini ,tapi sangat disayangkan banyak dimanfaatkan oleh perusahaan bodong yg minta bayaran pada pelamar dgn dalih yg macam².......",sebetulnya sangat bagus aplikasi ini tapi sangat disayangkan banyak dimanfaatkan oleh perusahaan bodong yg minta bayaran pada pelamar dgn dalih yg macam,bagus aplikasi disayangkan dimanfaatkan perusahaan bodong yg bayaran pelamar dgn dalih yg,"['bagus', 'aplikasi', 'disayangkan', 'dimanfaatkan', 'perusahaan', 'bodong', 'yg', 'bayaran', 'pelamar', 'dgn', 'dalih', 'yg']",bagus aplikasi sayang manfaat usaha bodong yg bayar lamar dgn dalih yg,negatif,positif,negatif,positif
Pengguna Google,2,2024-07-28 23:34:00,30% usaha 70% relasi,30 usaha 70 relasi,30 usaha 70 relasi,"['30', 'usaha', '70', 'relasi']",30 usaha 70 relasi,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-28 22:22:21,Semoga lebih updateinfo,semoga lebih updateinfo,semoga updateinfo,"['semoga', 'updateinfo']",moga updateinfo,positif,positif,positif,positif
Pengguna Google,1,2024-07-28 21:27:57,"Selama bertahun2 pake aplikasi ini, tdk ada satupun saya ketrima diperusahaan lewat aplikasi ini....",selama bertahun2 pake aplikasi ini tdk ada satupun saya ketrima diperusahaan lewat aplikasi ini,bertahun2 pake aplikasi tdk satupun ketrima diperusahaan aplikasi,"['bertahun2', 'pake', 'aplikasi', 'tdk', 'satupun', 'ketrima', 'diperusahaan', 'aplikasi']",bertahun2 pake aplikasi tdk satu ketrima usaha aplikasi,negatif,negatif,negatif,negatif
Pengguna Google,4,2024-07-28 21:23:48,"Belum pernah ada perkembangan melamar pekerjaan melalui aplikasi ini. Sudah berkali-kali apply dan berbulan bulan menunggu tidak pernah ada perubahan status lamaran yang dikirim, Apakah lamaran kerja ditolak atau bagaimana. Tim IT / Tim pengembang Tolong untuk status lamaran kerja di update (diberikan kejelasan) kepada pengguna aplikasi ini.",belum pernah ada perkembangan melamar pekerjaan melalui aplikasi ini sudah berkalikali apply dan berbulan bulan menunggu tidak pernah ada perubahan status lamaran yang dikirim apakah lamaran kerja ditolak atau bagaimana tim it  tim pengembang tolong untuk status lamaran kerja di update diberikan kejelasan kepada pengguna aplikasi ini,perkembangan melamar pekerjaan aplikasi berkalikali apply berbulan menunggu perubahan status lamaran dikirim lamaran kerja ditolak tim it tim pengembang tolong status lamaran kerja update kejelasan pengguna aplikasi,"['perkembangan', 'melamar', 'pekerjaan', 'aplikasi', 'berkalikali', 'apply', 'berbulan', 'menunggu', 'perubahan', 'status', 'lamaran', 'dikirim', 'lamaran', 'kerja', 'ditolak', 'tim', 'it', 'tim', 'pengembang', 'tolong', 'status', 'lamaran', 'kerja', 'update', 'kejelasan', 'pengguna', 'aplikasi']",kembang lamar kerja aplikasi berkalikali apply bulan tunggu ubah status lamar kirim lamar kerja tolak tim it tim kembang tolong status lamar kerja update jelas guna aplikasi,positif,negatif,positif,negatif
Pengguna Google,5,2024-07-28 17:58:17,"Kasih waktu untuk perekrut agar resume/cv/lamaran kerja kami setidaknya di liat dan dibaca, biar ada keseriusan dalam merekrut pekerja, karna kasian ke pelamar, siang malam kami liat lamaran kerja kami, sudah di baca atau belum oleh perekrut, ini akan meningkatkan pelayanan jobstreet jadi tolong kasih waktu hari untuk membaca cv/resume/lamaran kerja kami, jika ada pelamar yang melamar ke perekrut, untuk lebih di percepat dan keseriusan nya dalam merekrut, krna ad yg smpai 7 hari blm d baca.",kasih waktu untuk perekrut agar resumecvlamaran kerja kami setidaknya di liat dan dibaca biar ada keseriusan dalam merekrut pekerja karna kasian ke pelamar siang malam kami liat lamaran kerja kami sudah di baca atau belum oleh perekrut ini akan meningkatkan pelayanan jobstreet jadi tolong kasih waktu hari untuk membaca cvresumelamaran kerja kami jika ada pelamar yang melamar ke perekrut untuk lebih di percepat dan keseriusan nya dalam merekrut krna ad yg smpai 7 hari blm d baca,kasih perekrut resumecvlamaran kerja liat dibaca biar keseriusan merekrut pekerja karna kasian pelamar siang malam liat lamaran kerja baca perekrut meningkatkan pelayanan jobstreet tolong kasih membaca cvresumelamaran kerja pelamar melamar perekrut percepat keseriusan nya merekrut krna ad yg smpai 7 blm d baca,"['kasih', 'perekrut', 'resumecvlamaran', 'kerja', 'liat', 'dibaca', 'biar', 'keseriusan', 'merekrut', 'pekerja', 'karna', 'kasian', 'pelamar', 'siang', 'malam', 'liat', 'lamaran', 'kerja', 'baca', 'perekrut', 'meningkatkan', 'pelayanan', 'jobstreet', 'tolong', 'kasih', 'membaca', 'cvresumelamaran', 'kerja', 'pelamar', 'melamar', 'perekrut', 'percepat', 'keseriusan', 'nya', 'merekrut', 'krna', 'ad', 'yg', 'smpai', '7', 'blm', 'd', 'baca']",kasih rekrut resumecvlamaran kerja liat baca biar serius rekrut kerja karna kasi lamar siang malam liat lamar kerja baca rekrut tingkat layan jobstreet tolong kasih baca cvresumelamaran kerja lamar lamar rekrut cepat serius nya rekrut krna ad yg smpai 7 blm d baca,positif,positif,positif,negatif
Pengguna Google,2,2024-07-27 10:30:35,Tidak ada chat dari pihak hrd,tidak ada chat dari pihak hrd,chat hrd,"['chat', 'hrd']",chat hrd,negatif,negatif,negatif,positif
Pengguna Google,1,2024-07-27 05:37:20,"Aneh bet nih aplikasi ada pencarian berdasarkan kota tapi tetep ajah di luar kota tersebut bisa tetep tampil selama 1 provinsi sama kota itu juga. Misal saya cari kota sukabumi tetep yang muncul depok, bekasi, bandung padahal dah di pencarian saya ingin carinya di lokasi sukabumi.",aneh bet nih aplikasi ada pencarian berdasarkan kota tapi tetep ajah di luar kota tersebut bisa tetep tampil selama 1 provinsi sama kota itu juga misal saya cari kota sukabumi tetep yang muncul depok bekasi bandung padahal dah di pencarian saya ingin carinya di lokasi sukabumi,aneh bet nih aplikasi pencarian berdasarkan kota tetep ajah kota tetep tampil 1 provinsi kota cari kota sukabumi tetep muncul depok bekasi bandung dah pencarian carinya lokasi sukabumi,"['aneh', 'bet', 'nih', 'aplikasi', 'pencarian', 'berdasarkan', 'kota', 'tetep', 'ajah', 'kota', 'tetep', 'tampil', '1', 'provinsi', 'kota', 'cari', 'kota', 'sukabumi', 'tetep', 'muncul', 'depok', 'bekasi', 'bandung', 'dah', 'pencarian', 'carinya', 'lokasi', 'sukabumi']",aneh bet nih aplikasi cari dasar kota tetep ajah kota tetep tampil 1 provinsi kota cari kota sukabumi tetep muncul depok bekas bandung dah cari cari lokasi sukabumi,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-26 16:02:03,"Aplikasi jobstret Saya udah 3 bulan kirim lamaran satu pun blm Ada yg nyakut d perusahan yg lain Malah d Bilang Ada kesalahan d file y, Pada hal sesuai yg d ingin dari jobstret y, Ada yg sekali d Terima Malah penipuan d perusahan yg ngk jelas. Malah yg Ada ngabisin kouata internet aja,mencari kerja susah banget sie.",aplikasi jobstret saya udah 3 bulan kirim lamaran satu pun blm ada yg nyakut d perusahan yg lain malah d bilang ada kesalahan d file y pada hal sesuai yg d ingin dari jobstret y ada yg sekali d terima malah penipuan d perusahan yg ngk jelas malah yg ada ngabisin kouata internet ajamencari kerja susah banget sie,aplikasi jobstret udah 3 kirim lamaran blm yg nyakut d perusahan yg d bilang kesalahan d file y sesuai yg d jobstret y yg d terima penipuan d perusahan yg ngk yg ngabisin kouata internet ajamencari kerja susah banget sie,"['aplikasi', 'jobstret', 'udah', '3', 'kirim', 'lamaran', 'blm', 'yg', 'nyakut', 'd', 'perusahan', 'yg', 'd', 'bilang', 'kesalahan', 'd', 'file', 'y', 'sesuai', 'yg', 'd', 'jobstret', 'y', 'yg', 'd', 'terima', 'penipuan', 'd', 'perusahan', 'yg', 'ngk', 'yg', 'ngabisin', 'kouata', 'internet', 'ajamencari', 'kerja', 'susah', 'banget', 'sie']",aplikasi jobstret udah 3 kirim lamar blm yg nyakut d usah yg d bilang salah d file y sesuai yg d jobstret y yg d terima tipu d usah yg ngk yg ngabisin kouata internet ajamencari kerja susah banget sie,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-26 14:13:41,Saya pernah tebantu.. terimakasih,saya pernah tebantu terimakasih,tebantu terimakasih,"['tebantu', 'terimakasih']",tebantu terimakasih,positif,positif,positif,positif
Pengguna Google,1,2024-07-26 12:38:00,Formalitas udah banyak perusahaan yang saya lamar namun tidak pernah ada satupun jawaban .. disini cuman liat nama nama perusahaan saja plusnya,formalitas udah banyak perusahaan yang saya lamar namun tidak pernah ada satupun jawaban  disini cuman liat nama nama perusahaan saja plusnya,formalitas udah perusahaan lamar satupun cuman liat nama nama perusahaan plusnya,"['formalitas', 'udah', 'perusahaan', 'lamar', 'satupun', 'cuman', 'liat', 'nama', 'nama', 'perusahaan', 'plusnya']",formalitas udah usaha lamar satu cuman liat nama nama usaha plus,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-26 09:36:09,Sistemnya dan tampilannya sudah bagus dan lengkap. Mudah dipahami dan mempermudah pihak pencari kerja dan juga pihak pemberi kerja.,sistemnya dan tampilannya sudah bagus dan lengkap mudah dipahami dan mempermudah pihak pencari kerja dan juga pihak pemberi kerja,sistemnya tampilannya bagus lengkap mudah dipahami mempermudah pencari kerja pemberi kerja,"['sistemnya', 'tampilannya', 'bagus', 'lengkap', 'mudah', 'dipahami', 'mempermudah', 'pencari', 'kerja', 'pemberi', 'kerja']",sistem tampil bagus lengkap mudah paham mudah cari kerja beri kerja,positif,positif,positif,positif
Pengguna Google,5,2024-07-26 08:52:07,terima kasih jobstreet sudah banyak membantu saya,terima kasih jobstreet sudah banyak membantu saya,terima kasih jobstreet membantu,"['terima', 'kasih', 'jobstreet', 'membantu']",terima kasih jobstreet bantu,positif,positif,positif,positif
Pengguna Google,5,2024-07-25 22:06:49,Pekerja pabrik,pekerja pabrik,pekerja pabrik,"['pekerja', 'pabrik']",kerja pabrik,positif,positif,positif,positif
Pengguna Google,4,2024-07-25 18:28:56,App nya bagus sih.sangat membantu.tapi kebanyakan yg dicantumkan oleh pemberi pekerjaan selalu umur yg diutamakan.bukannya pengalaman yg dicari.indoneaia miris,app nya bagus sihsangat membantutapi kebanyakan yg dicantumkan oleh pemberi pekerjaan selalu umur yg diutamakanbukannya pengalaman yg dicariindoneaia miris,app nya bagus sihsangat membantutapi kebanyakan yg dicantumkan pemberi pekerjaan umur yg diutamakanbukannya pengalaman yg dicariindoneaia miris,"['app', 'nya', 'bagus', 'sihsangat', 'membantutapi', 'kebanyakan', 'yg', 'dicantumkan', 'pemberi', 'pekerjaan', 'umur', 'yg', 'diutamakanbukannya', 'pengalaman', 'yg', 'dicariindoneaia', 'miris']",app nya bagus sihsangat membantutapi banyak yg cantum beri kerja umur yg diutamakanbukannya alam yg dicariindoneaia miris,positif,positif,positif,negatif
Pengguna Google,5,2024-07-25 18:09:53,Mantul,mantul,mantul,['mantul'],mantul,positif,positif,positif,positif
Pengguna Google,1,2024-07-25 17:40:11,Gak bisa buka. Parah parah,gak bisa buka parah parah,gak buka parah parah,"['gak', 'buka', 'parah', 'parah']",gak buka parah parah,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-25 11:40:14,"Lebih diperketat lagi buat pengiklan lokernya. Penipu Loker Masih Ada yang lolos.sudah 6 Kali dapet Loker penipuan.buang"" ijin kita mau interview. Buang"" biaya kita mau interview.dah gitu aja",lebih diperketat lagi buat pengiklan lokernya penipu loker masih ada yang lolossudah 6 kali dapet loker penipuanbuang ijin kita mau interview buang biaya kita mau interviewdah gitu aja,diperketat pengiklan lokernya penipu loker lolossudah 6 kali dapet loker penipuanbuang ijin interview buang biaya interviewdah gitu aja,"['diperketat', 'pengiklan', 'lokernya', 'penipu', 'loker', 'lolossudah', '6', 'kali', 'dapet', 'loker', 'penipuanbuang', 'ijin', 'interview', 'buang', 'biaya', 'interviewdah', 'gitu', 'aja']",ketat iklan lokernya tipu loker lolossudah 6 kali dapet loker penipuanbuang ijin interview buang biaya interviewdah gitu aja,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-25 09:48:34,Kebanyakan loker palsu,kebanyakan loker palsu,kebanyakan loker palsu,"['kebanyakan', 'loker', 'palsu']",banyak loker palsu,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-24 17:17:15,"Saya tidak lagi percaya jobstreet,banyak penipuan kerja dan salah satunya saya tertipu",saya tidak lagi percaya jobstreetbanyak penipuan kerja dan salah satunya saya tertipu,percaya jobstreetbanyak penipuan kerja salah satunya tertipu,"['percaya', 'jobstreetbanyak', 'penipuan', 'kerja', 'salah', 'satunya', 'tertipu']",percaya jobstreetbanyak tipu kerja salah satu tipu,negatif,negatif,negatif,negatif
Pengguna Google,1,2024-07-24 17:08:40,Apakah data nomor pendaftar jobstreet bukan bagian dari privasi yang perlu dijaga kerahasiaannya? Saya sering dapat wa dari orang tak dikenal yang menawarkan pekerjaan nggak jelas. Mereka menjelaskan bahwa mendapatkan informasi nomor wa dari data base jobstreet. Tolong dijawab,apakah data nomor pendaftar jobstreet bukan bagian dari privasi yang perlu dijaga kerahasiaannya saya sering dapat wa dari orang tak dikenal yang menawarkan pekerjaan nggak jelas mereka menjelaskan bahwa mendapatkan informasi nomor wa dari data base jobstreet tolong dijawab,data nomor pendaftar jobstreet privasi dijaga kerahasiaannya wa orang dikenal menawarkan pekerjaan nggak informasi nomor wa data base jobstreet tolong,"['data', 'nomor', 'pendaftar', 'jobstreet', 'privasi', 'dijaga', 'kerahasiaannya', 'wa', 'orang', 'dikenal', 'menawarkan', 'pekerjaan', 'nggak', 'informasi', 'nomor', 'wa', 'data', 'base', 'jobstreet', 'tolong']",data nomor daftar jobstreet privasi jaga rahasia wa orang kenal tawar kerja nggak informasi nomor wa data base jobstreet tolong,negatif,negatif,negatif,negatif
Pengguna Google,5,2024-07-24 16:36:33,Mohon dibantu tidak bisa upload resume. File sudah sesuai dengan ketentuan format pdf ukuran 1.78mb. Aplikasi sudah saya update. Ponsel sudah saya restart.,mohon dibantu tidak bisa upload resume file sudah sesuai dengan ketentuan format pdf ukuran 178mb aplikasi sudah saya update ponsel sudah saya restart,mohon dibantu upload resume file sesuai ketentuan format pdf ukuran 178mb aplikasi update ponsel restart,"['mohon', 'dibantu', 'upload', 'resume', 'file', 'sesuai', 'ketentuan', 'format', 'pdf', 'ukuran', '178mb', 'aplikasi', 'update', 'ponsel', 'restart']",mohon bantu upload resume file sesuai tentu format pdf ukur 178mb aplikasi update ponsel restart,positif,positif,positif,negatif
